feature,standardized_coefficient,odds_ratio_per_sd
MCV,0.30979196808604076,1.3631415076967623
MCH,0.29098611718051476,1.3377460121347173
HBA2,0.0033258714308142807,1.0033314082777802
HBF,-0.0770184967027683,0.9258727278554625
