feature,standardized_coefficient,odds_ratio_per_sd
MCV,0.27921721054603654,1.3220944855484276
MCH,0.2632010943239136,1.301088334125082
HBA2,0.0017615568694320386,1.0017631093221782
HBF,-0.06126496272567194,0.9405739897084701
