feature,standardized_coefficient,odds_ratio_per_sd
MCV,0.07958452823394316,1.0828370859676253
MCH,0.07898377111632282,1.0821867592447698
HBA2,-0.00838204255556492,0.9916529888166559
HBF,-0.03408525212561114,0.9664891058745659
