algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR05_neg,soft_violation_LR05
lightgbm:single_LR05,0.0,validation,fixed_threshold_0.5,prespecified,2778,0.8635709143268538,0.5959839700133056,0.5641025641025641,0.22055137844611528,0.971416561580496,0.3171171171171171,0.3409690727392309,0.1033494132771442,2311,68,311,88,0.5,0.7898776997137652,0.40453878836719104,-0.1398448685489366,0.9606272594483047,0.1378689704823614,383,0.1378689704823614,500,750.0,0.6452682189261444,0.6452682189261444,0.6452682189261444,500,0.318705562507559,0.766,383,0.6452682189261444
lightgbm:single_LR05,0.0,test,fixed_threshold_0.5,prespecified,2778,0.871130309575234,0.6014405496717835,0.6496350364963503,0.22305764411027568,0.9798234552332913,0.332089552238806,0.329078278187055,0.097942081247911,2331,48,310,89,0.5,0.7996451827340524,0.4719453791349321,0.09175927554321596,1.0539845533676393,0.12131029517638589,337,0.12131029517638589,451,676.5,0.654597166302644,0.654597166302644,0.654597166302644,451,0.3018739792186627,0.7472283813747228,337,0.654597166302644
lightgbm:single_LR05,0.1,validation,fixed_threshold_0.5,prespecified,2778,0.8578113750899928,0.6228670667842368,0.508695652173913,0.2932330827067669,0.9525010508617066,0.37201907790143085,0.3443730149860723,0.10480785472897758,2266,113,282,117,0.5,0.7887783772166862,0.4130455233669468,-0.3761431380099948,0.8660064430100655,0.11267098632109432,313,0.11267098632109432,500,750.0,0.565795448752036,0.565795448752036,0.565795448752036,500,0.24697175004440902,0.626,313,0.565795448752036
lightgbm:single_LR05,0.1,test,fixed_threshold_0.5,prespecified,2778,0.8729301655867531,0.6410809495365146,0.6116504854368932,0.3157894736842105,0.9663724253888188,0.41652892561983473,0.3273198770664806,0.0973148586724007,2299,80,273,126,0.5,0.804264760261309,0.48238779643639335,-0.14598425617167288,0.9702539818011151,0.09935205183585313,276,0.09935205183585313,451,676.5,0.5760988572264677,0.5760988572264677,0.5760988572264677,451,0.23241712860397354,0.6119733924611973,276,0.5760988572264677
lightgbm:single_LR05,0.25,validation,fixed_threshold_0.5,prespecified,2778,0.8470122390208783,0.6530655137212514,0.46060606060606063,0.38095238095238093,0.9251786464901219,0.4170096021947874,0.3559484198745269,0.11017089391990381,2201,178,247,152,0.5,0.784617070208097,0.40155890034256514,-0.5968171833735512,0.7872652015589273,0.07775377969762419,216,0.07775377969762419,500,750.0,0.4761131157986265,0.47611311579862636,0.47611311579862636,500,0.18349428167831766,0.432,216,0.47611311579862636
lightgbm:single_LR05,0.25,test,fixed_threshold_0.5,prespecified,2778,0.8671706263498921,0.6617062833628838,0.5559701492537313,0.37343358395989973,0.949978982765868,0.44677661169415295,0.33525630250335303,0.10086707150652265,2260,119,250,149,0.5,0.8002667450467278,0.4710604749157364,-0.38988159666639877,0.8890297971030218,0.07775377969762419,216,0.07775377969762419,451,676.5,0.4863644323657801,0.4863644323657802,0.48636443236578014,451,0.17188977370053468,0.4789356984478936,216,0.48636443236578014
lightgbm:single_LR05,0.5,validation,fixed_threshold_0.5,prespecified,2778,0.8171346292296616,0.6637811426422298,0.38329764453961457,0.44862155388471175,0.8789407313997478,0.4133949191685912,0.37583943177955564,0.11947503973115525,2091,288,220,179,0.5,0.7812453580356945,0.3981923320549461,-0.8226694836386439,0.684419897391224,0.028077753779697623,78,0.028077753779697623,500,750.0,0.37629570092688225,0.37629570092688225,0.3762957009268823,500,0.13114681762777244,0.156,78,0.3762957009268823
lightgbm:single_LR05,0.5,test,fixed_threshold_0.5,prespecified,2778,0.8441324694024478,0.6795440682412209,0.45663265306122447,0.44862155388471175,0.9104665825977302,0.4525916561314791,0.34940945073700136,0.1078136663552938,2166,213,220,179,0.5,0.7986285596294224,0.46599693557325744,-0.6456542345381908,0.7771710485487663,0.03311735061195104,92,0.03311735061195104,451,676.5,0.38401007005379617,0.38401007005379617,0.38401007005379617,451,0.1219021482949229,0.2039911308203991,92,0.3840100700537962
lightgbm:single_LR05,0.75,validation,fixed_threshold_0.5,prespecified,2778,0.7958963282937365,0.6618105794119599,0.34615384615384615,0.47368421052631576,0.849936948297604,0.4,0.39269662092592306,0.12716919026742354,2022,357,210,189,0.5,0.7801386610704988,0.4023686797950529,-0.9527256475634155,0.6381594353918936,0.0,0,0.0,500,750.0,0.3148701414081925,0.3148701414081925,0.31487014140819247,500,0.10395394044383943,0.0,0,0.31487014140819247
lightgbm:single_LR05,0.75,test,fixed_threshold_0.5,prespecified,2778,0.8174946004319654,0.6733779594003926,0.3884297520661157,0.47117794486215536,0.8755779739386297,0.4258210645526614,0.3640298719488344,0.11455261178356259,2083,296,211,188,0.5,0.7968929258834349,0.464716598365298,-0.8016642611419659,0.7216909825386889,0.0003599712023038157,1,0.0003599712023038157,451,676.5,0.32022967195634744,0.3202296719563475,0.3202296719563475,451,0.09593810627726815,0.0022172949002217295,1,0.3202296719563475
lightgbm:single_LR05,1.0,validation,fixed_threshold_0.5,prespecified,2778,0.7951763858891289,0.6613902347293201,0.3448905109489051,0.47368421052631576,0.8490962589323245,0.3991552270327349,0.4096183742317475,0.13430381837197738,2020,359,210,189,0.5,0.7793954200339015,0.40002892589870254,-1.044598442834953,0.580172599409113,0.0,0,0.0,500,750.0,0.26564929464093556,0.2656492946409355,0.2656492946409355,500,0.08460541039208226,0.0,0,0.2656492946409355
lightgbm:single_LR05,1.0,test,fixed_threshold_0.5,prespecified,2778,0.8174946004319654,0.6744209198911528,0.3888888888888889,0.47368421052631576,0.8751576292559899,0.4271186440677966,0.37759514110738274,0.12034358238606925,2082,297,210,189,0.5,0.7952705428978077,0.4617100671410052,-0.907012574926942,0.6525783942625488,0.0,0,0.0,451,676.5,0.27038884614103104,0.270388846141031,0.270388846141031,451,0.07807214182959922,0.0,0,0.270388846141031
lightgbm:single_LR05,1.5,validation,fixed_threshold_0.5,prespecified,2778,0.7948164146868251,0.6611800623880002,0.3442622950819672,0.47368421052631576,0.8486759142496847,0.3987341772151899,0.4373827905262253,0.14448774800998662,2019,360,210,189,0.5,0.7788786805180248,0.3945887231450197,-1.1598967322583305,0.5212721484451921,0.0,0,0.0,500,750.0,0.20457955513093676,0.20457955513093679,0.20457955513093676,500,0.06242558426572331,0.0,0,0.20457955513093676
