algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05
LightGBM,0.0,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.7565256525652565,0.7430463696160328,0.33771929824561403,0.7241379310344828,0.7619548081975828,0.46061814556331004,0.32809813875793553,0.0988302024471687,1450,453,88,231,0.1416541956607948,0.8069481119565379,0.4674937641726665,0.0063604950253541405,0.9934293804992557,0.048604860486048604,110,0.04950495049504951,551,740.0,0.5847491799581969,0.5617742351846932,0.568746917997104,479,0.37127426025020793,0.1996370235934664,5,10,11,10,74,0.8841758725371491,0.08580057474907822,0.6340465757831607,0.7357078669822839,0.6517290454089935
LightGBM,0.0,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.7367662945624774,0.7096831650193609,0.3087557603686636,0.6716791979949874,0.7476871320437343,0.4230465666929755,0.3412007626013387,0.10083968829849596,1778,600,131,268,0.1416541956607948,0.7760855039195971,0.4571182122842087,-0.085482748152082,0.9159704848571395,0.04681310767014764,134,0.04825351098307526,698,942.0,0.5862706046715789,0.5604782399070446,0.5632722884118421,600,0.38162815864420097,0.19197707736389685,4,18,8,6,98,0.7951561782467874,0.08746659708363445,0.6423597423362986,0.7325646858668627,0.660053680924222
LightGBM,0.1,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.7812781278127813,0.7379274104408646,0.3606010016694491,0.677115987460815,0.7987388334209143,0.47058823529411764,0.3310045288760289,0.1000556742970512,1520,383,103,216,0.19903452093278132,0.8061409389892548,0.45952036701709753,-0.2123494297147049,0.9443424363341024,0.0315031503150315,70,0.0315031503150315,551,740.0,0.5176315796015926,0.4995903788446729,0.5053068885755301,479,0.283075916299126,0.12704174228675136,6,17,8,9,30,0.8359340011497546,0.11736352168453824,0.5421376597552376,0.6825162520488913,0.5702278844537763
LightGBM,0.1,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.7619733525387108,0.7056297176920434,0.32808398950131235,0.6265664160401002,0.7846930193439865,0.4306632213608958,0.3439659534266119,0.10223356369024393,1866,512,149,250,0.19903452093278132,0.7759674628117812,0.4607875435784723,-0.3023950020604462,0.8657799699737778,0.02628736046092906,73,0.02628736046092906,698,942.0,0.514402646398263,0.4932481724111783,0.4959447382508599,600,0.2855375561438428,0.10458452722063037,4,21,4,5,39,0.7420859858255113,0.11482389957212763,0.5319907114288253,0.6813377309527572,0.5749183137875468
LightGBM,0.25,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.7191719171917191,0.7316759381738454,0.3052362707535121,0.7492163009404389,0.7141355754072517,0.4337568058076225,0.34126099934789655,0.1043026683924687,1359,544,80,239,0.14842750882678976,0.8003325882083561,0.44394285066453504,-0.4888177416137671,0.8298597081318698,0.0153015301530153,34,0.0153015301530153,551,740.0,0.44164540019882226,0.4283988113751384,0.43124617183346475,479,0.21563307490248476,0.06170598911070781,2,31,1,0,0,0.7380613370215274,0.13834946145659002,0.45401005145969886,0.5978346831497199,0.48026376232501156
LightGBM,0.25,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.7097587324450846,0.7053852039687107,0.28911917098445594,0.6992481203007519,0.7115222876366695,0.4090909090909091,0.35496666553461753,0.10700448113183757,1692,686,120,279,0.14842750882678976,0.7717027008227043,0.4497436222157618,-0.5586101775526898,0.7605565655798121,0.014043932301044292,39,0.014043932301044292,698,942.0,0.43676749694775696,0.4205707737135044,0.42092613927686867,600,0.21553101414942452,0.055873925501432664,2,35,1,1,0,0.6413564402124111,0.13614508694064553,0.43570634678469067,0.5829314578870662,0.4831007461998403
LightGBM,0.5,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.7236723672367237,0.7303894033015021,0.3076923076923077,0.7398119122257053,0.720966894377299,0.43462246777163904,0.3593886180795046,0.11253795102072912,1372,531,83,236,0.15602716643663148,0.7966171216211986,0.4233615067726158,-0.7420449254860259,0.7123174927421008,0.01395139513951395,31,0.01395139513951395,551,740.0,0.3578754457686409,0.3500951892500911,0.34957160390936626,479,0.15948295619646305,0.056261343012704176,0,30,1,0,0,0.6676301756949129,0.16004764282258194,0.35829258655598295,0.5072875722922167,0.3805575692698099
LightGBM,0.5,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.7144400432120994,0.703947104936437,0.2913135593220339,0.6892230576441103,0.7186711522287637,0.4095309009679821,0.3746080426809757,0.1158643147158295,1709,669,124,275,0.15602716643663148,0.7684681636808589,0.43465596635230025,-0.7935533302600221,0.6522237980626637,0.011883327331652862,33,0.011883327331652862,698,942.0,0.35327919731026824,0.3425540742736661,0.3399112578352136,600,0.1588379613691942,0.04727793696275072,0,33,0,0,0,0.5457577933266663,0.15573849925411656,0.33694839475112626,0.5029312818381017,0.3839600820625156
LightGBM,0.75,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.7070207020702071,0.7311051515755522,0.2975609756097561,0.7648902821316614,0.697320021019443,0.42844600526777876,0.37609593253338763,0.11998592001087903,1327,576,75,244,0.13569758524817435,0.7938060182157525,0.4059405787211107,-0.8809072268668171,0.6576313477688969,0.01395139513951395,31,0.01395139513951395,551,740.0,0.3064750747327639,0.3021548411437264,0.2980093435628871,479,0.13008243165987832,0.056261343012704176,0,31,0,0,0,0.6126136613765113,0.17207330390566405,0.3069640454494661,0.45111211060446743,0.31907004143942863
LightGBM,0.75,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.6975153042851998,0.7086650604644495,0.28361138370951916,0.7243107769423559,0.6930193439865433,0.4076163610719323,0.39078498444568627,0.12356316249076282,1648,730,110,289,0.13569758524817435,0.7672097611564656,0.4226809065106206,-0.9210660952938063,0.6054781926194996,0.012963629816348578,36,0.012963629816348578,698,942.0,0.30067015864975505,0.2938534274261119,0.2880665433764266,600,0.1287546399941662,0.05157593123209169,0,36,0,0,0,0.5067103030657383,0.16802834966510885,0.28356240371073826,0.4721679084672331,0.32017047993706227
