feature,standardized_coefficient,odds_ratio_per_sd
MCV,0.07837901923463828,1.0815325026171856
MCH,0.07805775688111208,1.0811851027462176
HBA2,0.0008717620775479187,1.0008721421725506
HBF,-0.03487750856262375,0.9657237018972833
