algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR04_neg,soft_violation_LR04,violation_reduction_fraction,soft_violation_reduction_fraction,passes_balanced_accuracy,passes_auc,passes_average_precision,passes_violation_reduction,passes_soft_violation_reduction,is_penalized,eligible,selected,best_validation_balanced_accuracy,baseline_validation_roc_auc,baseline_validation_average_precision,baseline_validation_patient_violation_rate,baseline_validation_soft_rule_violation,balanced_accuracy_tolerance,auc_tolerance,average_precision_tolerance,minimum_violation_reduction,minimum_soft_violation_reduction,selection_reason,selection_evaluation_mode,baseline_common_threshold
logistic:single_LR04,0.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.6133909287257019,0.7064824735230257,0.2486969471332837,0.8370927318295739,0.5758722152164775,0.38346727898966704,0.395825257538041,0.11894896582947341,1370,1009,65,334,0.14075511803503238,0.7593610971522965,0.3346097344662093,8.177543611673554,5.715480851711968,0.005399568034557235,15,0.005399568034557235,15,15.0,0.8957438651156683,0.8957438651156683,0.8957438651156685,15,0.012218479693679824,1.0,15,0.8957438651156685,0.0,0.0,True,True,True,False,True,False,False,True,0.7064824735230257,0.7593610971522965,0.3346097344662093,0.005399568034557235,0.8957438651156683,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.14075511803503238
logistic:single_LR04,0.1,validation,baseline_common_threshold,lambda_0_validation,2778,0.5989920806335494,0.6980755798702304,0.24150397686189443,0.8370927318295739,0.5590584279108869,0.37485970819304154,0.39601452373014995,0.11898798677188839,1330,1049,65,334,0.14075511803503238,0.759458018733256,0.33483197831309475,8.295431948085051,5.797699609927594,0.005399568034557235,15,0.005399568034557235,15,15.0,0.8948061200856182,0.8948061200856182,0.8948061200856182,15,0.012169952331614046,1.0,15,0.8948061200856182,0.0,0.0010468897042671583,True,True,True,False,True,True,False,False,0.7064824735230257,0.7593610971522965,0.3346097344662093,0.005399568034557235,0.8957438651156683,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.14075511803503238
logistic:single_LR04,0.25,validation,baseline_common_threshold,lambda_0_validation,2778,0.5809935205183585,0.6917388047672776,0.23455933379597502,0.8471177944862155,0.5363598150483396,0.3673913043478261,0.3963034680138572,0.11904826286434342,1276,1103,61,338,0.14075511803503238,0.7595865451775718,0.33526774825454053,8.477694233143525,5.924761914371438,0.005399568034557235,15,0.005399568034557235,15,15.0,0.8933938388038807,0.8933938388038807,0.8933938388038807,15,0.012097687159162073,1.0,15,0.8933938388038807,0.0,0.0026235472028425665,False,True,True,False,True,True,False,False,0.7064824735230257,0.7593610971522965,0.3346097344662093,0.005399568034557235,0.8957438651156683,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.14075511803503238
logistic:single_LR04,0.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.5439164866810655,0.6794776980281726,0.22215108834827144,0.8696741854636592,0.489281210592686,0.35390107088220296,0.3967980948860825,0.11915330787892207,1164,1215,52,347,0.14075511803503238,0.7598867913794575,0.3357093906372274,8.79662901633913,6.146981330895861,0.005399568034557235,15,0.005399568034557235,15,15.0,0.8910256919410297,0.8910256919410297,0.8910256919410295,15,0.011978654968587877,1.0,15,0.8910256919410295,0.0,0.0052673240179315845,False,True,True,False,True,True,False,False,0.7064824735230257,0.7593610971522965,0.3346097344662093,0.005399568034557235,0.8957438651156683,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.14075511803503238
logistic:single_LR04,0.75,validation,baseline_common_threshold,lambda_0_validation,2778,0.503959683225342,0.6644922520677482,0.21018354055654234,0.8897243107769424,0.43926019335855404,0.3400383141762452,0.39730860872313084,0.11926402873091412,1045,1334,44,355,0.14075511803503238,0.7600416552099037,0.3360132166031621,9.13604436070795,6.383314150389611,0.005399568034557235,15,0.005399568034557235,15,15.0,0.8886398596935349,0.8886398596935349,0.8886398596935348,15,0.011861348266528812,1.0,15,0.8886398596935348,0.0,0.007930844629581763,False,True,True,False,True,True,False,False,0.7064824735230257,0.7593610971522965,0.3346097344662093,0.005399568034557235,0.8957438651156683,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.14075511803503238
logistic:single_LR04,1.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.45968322534197265,0.6480276985022455,0.1989071038251366,0.9122807017543859,0.3837746952501051,0.3266038582323912,0.3978344187904711,0.11938032666504471,913,1466,35,364,0.14075511803503238,0.7602333913809325,0.33627199593132656,9.497759696900497,6.635038097904487,0.005399568034557235,15,0.005399568034557235,15,15.0,0.8862368519986309,0.8862368519986309,0.8862368519986311,15,0.011745736580611756,1.0,15,0.8862368519986311,0.0,0.010613539748675519,False,True,True,False,True,True,False,False,0.7064824735230257,0.7593610971522965,0.3346097344662093,0.005399568034557235,0.8957438651156683,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.14075511803503238
logistic:single_LR04,1.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.3516918646508279,0.5964485615046443,0.17425650557620817,0.9398496240601504,0.2530474989491383,0.29400235201881614,0.39892780161782954,0.11962882942392197,602,1777,24,375,0.14075511803503238,0.7606495220817913,0.33739757829241396,10.29465094731929,7.189325158092121,0.005399568034557235,15,0.005399568034557235,15,15.0,0.8813892658714146,0.8813892658714146,0.8813892658714146,15,0.011519839123185513,1.0,15,0.8813892658714146,0.0,0.016025339165900977,False,True,True,False,True,True,False,False,0.7064824735230257,0.7593610971522965,0.3346097344662093,0.005399568034557235,0.8957438651156683,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.14075511803503238
logistic:single_LR04,2.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.2526997840172786,0.5480378120585195,0.1570552147239264,0.9624060150375939,0.13366960907944514,0.270042194092827,0.4000749307885227,0.11989808987225702,318,2061,15,384,0.14075511803503238,0.760723266762956,0.3379997923800498,11.205602362099986,7.82320185924108,0.005399568034557235,15,0.005399568034557235,15,15.0,0.8764752622794593,0.8764752622794593,0.8764752622794592,15,0.011300181943478217,1.0,15,0.8764752622794592,0.0,0.021511286414136747,False,True,True,False,True,True,False,False,0.7064824735230257,0.7593610971522965,0.3346097344662093,0.005399568034557235,0.8957438651156683,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.14075511803503238
