algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05,violation_reduction_fraction,soft_violation_reduction_fraction,passes_balanced_accuracy,passes_auc,passes_average_precision,passes_violation_reduction,passes_soft_violation_reduction,is_penalized,eligible,selected,best_validation_balanced_accuracy,baseline_validation_roc_auc,baseline_validation_average_precision,baseline_validation_patient_violation_rate,baseline_validation_soft_rule_violation,balanced_accuracy_tolerance,auc_tolerance,average_precision_tolerance,minimum_violation_reduction,minimum_soft_violation_reduction,selection_reason,selection_evaluation_mode,baseline_common_threshold
xgboost:leave_out_LR01,0.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7688984881209503,0.7315704140553149,0.3452229299363057,0.6791979949874687,0.783942833123161,0.4577702702702703,0.34098166820689346,0.10336912675655044,1865,514,128,271,0.176466839134463,0.7895953629344483,0.4112856354938421,-0.16055807277262055,0.9450566056771348,0.045716342692584594,131,0.047156227501799854,711,961.0,0.5665163841128484,0.5391807563619295,0.540664951377555,621,0.3594998925237077,0.18424753867791843,8,7,6,110,0.084804724391213,0.6280662797347889,0.583404961449824,0.6442589094364617,0.0,0.0,True,True,True,False,True,False,False,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.045716342692584594,0.5665163841128484,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:leave_out_LR01,0.1,validation,baseline_common_threshold,lambda_0_validation,2778,0.740100791936645,0.7283151131296084,0.31874298540965207,0.7117794486215538,0.7448507776376628,0.44031007751937984,0.345700857236985,0.10544503642085774,1772,607,115,284,0.176466839134463,0.787597408822603,0.4061766235075231,-0.38818417406953853,0.8750952979651238,0.0183585313174946,51,0.0183585313174946,711,961.0,0.49916696348981976,0.47699662905852774,0.4767525590777478,621,0.2762739908906564,0.07172995780590717,24,3,4,20,0.1100500336172098,0.5386386920408667,0.5452165272981002,0.5622193946124144,0.5984251968503937,0.11888344717248789,True,True,True,True,True,True,True,True,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.045716342692584594,0.5665163841128484,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:leave_out_LR01,0.25,validation,baseline_common_threshold,lambda_0_validation,2778,0.7293016558675306,0.722009942890012,0.30836047774158526,0.7117794486215538,0.73224043715847,0.4303030303030303,0.3578493408620939,0.11073253855978014,1742,637,115,284,0.176466839134463,0.7832722832722833,0.3939246707802746,-0.6192252319890024,0.798951259863009,0.014398848092152628,40,0.014398848092152628,711,961.0,0.4251837799591776,0.40871045664291683,0.406500341097681,621,0.20947625284369145,0.05625879043600562,36,1,3,0,0.14008406516372254,0.4372114694524979,0.5006195655102338,0.4720339114706232,0.6850393700787403,0.24947664024756216,True,True,True,True,True,True,True,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.045716342692584594,0.5665163841128484,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:leave_out_LR01,0.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.7275017998560115,0.7188731602018918,0.30585683297180044,0.706766917293233,0.7309794031105507,0.42694928084784256,0.37831108167895655,0.12022967944149446,1739,640,117,282,0.176466839134463,0.7794638972378403,0.38849149093479146,-0.8521160813390579,0.6841769451563576,0.01331893448524118,37,0.01331893448524118,711,961.0,0.3437061726569976,0.33273334743345034,0.3274670592730044,621,0.15582432653623926,0.052039381153305204,37,0,0,0,0.1555169484071238,0.33857274524265374,0.4369307833239225,0.3749128875927662,0.7086614173228347,0.39329879541748203,False,False,False,True,True,True,False,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.045716342692584594,0.5665163841128484,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:leave_out_LR01,0.75,validation,baseline_common_threshold,lambda_0_validation,2778,0.7257019438444925,0.719908219476813,0.3050483351235231,0.7117794486215538,0.7280369903320723,0.4270676691729323,0.3959671023226656,0.12790763475845676,1732,647,115,284,0.176466839134463,0.7774986014847964,0.382518265567943,-0.9781520007635355,0.6211933127894868,0.012958963282937365,36,0.012958963282937365,711,961.0,0.29343651793772474,0.2857880786973998,0.27783264786101625,621,0.12738666051787453,0.05063291139240506,36,0,0,0,0.16219253132226383,0.28159707068893797,0.39536990985883536,0.3151886791372091,0.7165354330708662,0.4820334836436557,False,False,False,True,True,True,False,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.045716342692584594,0.5665163841128484,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:leave_out_LR01,1.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7278617710583153,0.7211692535247324,0.307027027027027,0.7117794486215538,0.7305590584279109,0.42900302114803623,0.4130123487601687,0.13482974823539548,1738,641,115,284,0.176466839134463,0.7765025215413481,0.37977715411290325,-1.0666796348031158,0.5734546942488247,0.012958963282937365,36,0.012958963282937365,711,961.0,0.25562296934895434,0.25050546411787145,0.24021675832234138,621,0.10813271369580771,0.05063291139240506,36,0,0,0,0.16664468824667864,0.24196785001431795,0.3591413534477543,0.2701771542261541,0.7165354330708662,0.5487809770069509,False,False,False,True,True,True,False,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.045716342692584594,0.5665163841128484,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:leave_out_LR01,1.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.7264218862491001,0.7203285641594528,0.30570505920344454,0.7117794486215538,0.7288776796973518,0.42771084337349397,0.44041998463839277,0.14467734532559207,1734,645,115,284,0.176466839134463,0.7753958245761524,0.380748643057946,-1.1768722923623212,0.5179836676829416,0.012958963282937365,36,0.012958963282937365,711,961.0,0.20783846733329878,0.20578519893400554,0.1923592821125444,621,0.08570192838166106,0.05063291139240506,36,0,0,0,0.1713127696874387,0.19410785018316767,0.2928344626784994,0.21367796266088873,0.7165354330708662,0.6331289382587424,False,False,False,True,True,True,False,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.045716342692584594,0.5665163841128484,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:leave_out_LR01,2.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7224622030237581,0.7128018659511326,0.3,0.6992481203007519,0.7263556116015133,0.4198645598194131,0.4650293083521763,0.15204796328934533,1728,651,120,279,0.176466839134463,0.7723570169644371,0.3769546857389527,-1.2456329091120617,0.47472924437380276,0.012958963282937365,36,0.012958963282937365,711,961.0,0.17672761923118516,0.17647470283995487,0.16098859651651695,621,0.07233455545974879,0.05063291139240506,36,0,0,0,0.1711471025690537,0.16051041318113768,0.26048309275692466,0.17744691344784397,0.7165354330708662,0.6880449988963045,False,False,False,True,True,True,False,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.045716342692584594,0.5665163841128484,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
