algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR04,soft_violation_LR05
logistic:leave_out_LR03,0.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.6133909287257019,0.7064824735230257,0.2486969471332837,0.8370927318295739,0.5758722152164775,0.38346727898966704,0.395825257538041,0.11894896582947341,1370,1009,65,334,0.14075511803503238,0.7593610971522965,0.3346097344662093,8.177543611673554,5.715480851711968,0.02663786897048236,74,0.02663786897048236,656,906.0,0.7281016624274027,0.6909973760252444,0.7064831885738765,618,0.4989873442725565,0.11280487804878049,7,51,15,1,0.8570532092542398,0.13614523400534911,0.8957438651156685,0.8254633099466664
logistic:leave_out_LR03,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.24581430745814306,0.8095238095238095,0.5834384195039932,0.37711617046117923,0.39548763288073996,0.1188529424855129,1388,991,76,323,0.14075511803503238,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.020158387329013677,56,0.020158387329013677,588,813.5,0.7362163222421271,0.7016207770301166,0.7152604511246181,559,0.45462893874105403,0.09523809523809523,4,31,19,2,0.8279708143968035,0.13510331695002203,0.8928541062428719,0.8264255487816486
logistic:leave_out_LR03,0.1,validation,baseline_common_threshold,lambda_0_validation,2778,0.2937365010799136,0.5667826565151846,0.16329168461869883,0.949874686716792,0.18369062631357713,0.2786764705882353,0.3941364972842952,0.1179998092521419,437,1942,20,379,0.14075511803503238,0.7573984351378656,0.33148610293412933,5.290004551776389,4.4824008686214905,0.038876889848812095,108,0.038876889848812095,656,906.0,0.7030873229340363,0.6692385568450016,0.6830305356533704,618,0.4522376563197704,0.16463414634146342,2,91,15,0,0.836065944731622,0.1578508170475813,0.8899946070837425,0.791906485151663
logistic:leave_out_LR03,0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.28761699064074875,0.5579949242589449,0.16065292096219932,0.9373433583959899,0.17864649012189995,0.2742940960762743,0.3934756830095942,0.11779430130868633,425,1954,25,374,0.14075511803503238,0.7672960248456366,0.3615835313957867,6.132398545186213,4.991034492441478,0.03635709143268539,101,0.03635709143268539,588,813.5,0.7108824122054656,0.6793198289669,0.6915012253161938,559,0.41226070839508633,0.1717687074829932,1,81,19,0,0.7937733446498294,0.15675438946802528,0.8866992700144344,0.793183072712235
logistic:leave_out_LR03,0.25,validation,baseline_common_threshold,lambda_0_validation,2778,0.1673866090712743,0.5076136115825504,0.14555555555555555,0.9849624060150376,0.03026481715006305,0.2536302032913843,0.39669498188725955,0.11810131434476559,72,2307,6,393,0.14075511803503238,0.7558245129427182,0.32930881430326764,3.071585841184841,3.5140294687336926,0.0482361411087113,134,0.0482361411087113,656,906.0,0.6682398023869927,0.6388599012736855,0.6502922320126331,618,0.39891409513455434,0.20426829268292682,0,119,15,0,0.8081094512100488,0.1867856755015593,0.8836281335246158,0.7453326629083105
logistic:leave_out_LR03,0.25,test,baseline_common_threshold,lambda_0_validation,2778,0.16594672426205903,0.5005151592727088,0.1437592867756315,0.9699248120300752,0.031105506515342583,0.25040439987059204,0.39548406633526495,0.11767330896771884,74,2305,12,387,0.14075511803503238,0.7661550892784714,0.3580155768071624,3.6599176222704948,3.9124683878238837,0.04283657307415407,119,0.04283657307415407,588,813.5,0.6756279240228056,0.6482285624192639,0.6583802872541958,559,0.36392498858648037,0.20238095238095238,0,100,19,0,0.7469467631846839,0.18559058056473693,0.8797527047178224,0.7470728225721733
logistic:leave_out_LR03,0.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.14794816414686826,0.4962643051512767,0.14270152505446623,0.9849624060150376,0.007566204287515763,0.24928639391056137,0.4077791353184995,0.12107715060144145,18,2361,6,393,0.14075511803503238,0.7547478405977112,0.3276785191334869,1.338609048248775,2.7413760262197857,0.04895608351331893,136,0.04895608351331893,656,906.0,0.6178329749033364,0.5947874434078965,0.6028151424123047,618,0.33772486061324924,0.2073170731707317,0,124,12,0,0.7695642309613188,0.22627552873529744,0.8764875217154212,0.6783044495473711
logistic:leave_out_LR03,0.5,test,baseline_common_threshold,lambda_0_validation,2778,0.14830813534917206,0.49647447749259654,0.1427533599709408,0.9849624060150376,0.007986548970155528,0.24936548223350255,0.405572556145662,0.12017044594614161,19,2360,6,393,0.14075511803503238,0.7653681281808979,0.3555849885911455,1.7281900668213943,3.05120941410108,0.043916486681065514,122,0.043916486681065514,588,813.5,0.6247051586360471,0.6032121287189638,0.6104407621251322,559,0.3084277038824488,0.20748299319727892,0,105,17,0,0.6827695630706029,0.22482578594732228,0.871685339283505,0.6807490681315906
logistic:leave_out_LR03,0.75,validation,baseline_common_threshold,lambda_0_validation,2778,0.14542836573074155,0.4947930987620375,0.14233973198116626,0.9849624060150376,0.004623791509037411,0.24873417721518987,0.4223501680543319,0.12607887130773587,11,2368,6,393,0.14075511803503238,0.754647758530416,0.3274170918013698,0.4692386180210452,2.3485144040204045,0.05003599712023038,139,0.05003599712023038,656,906.0,0.5760416963868267,0.5581307897993002,0.5633503506788836,618,0.29650558661175097,0.21189024390243902,0,127,12,0,0.7388157087534227,0.2570146734398367,0.8716640085750846,0.6230399152724964
logistic:leave_out_LR03,0.75,test,baseline_common_threshold,lambda_0_validation,2778,0.14578833693304535,0.49604623159411765,0.14265025343953658,0.9874686716791979,0.004623791509037411,0.24928819993672888,0.4191314427786462,0.12462847370696614,11,2368,5,394,0.14075511803503238,0.7652806880589451,0.35526286189707734,0.7602967843420163,2.613832005932724,0.04283657307415407,119,0.04283657307415407,588,813.5,0.5825421281375917,0.5658439091729395,0.5706675352775071,559,0.27100145141837795,0.20238095238095238,0,105,14,0,0.6337942920789335,0.25519773077386326,0.8659639714124922,0.6260833820232473
