algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05
xgboost:leave_out_LR02,0.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7688984881209503,0.7315704140553149,0.3452229299363057,0.6791979949874687,0.783942833123161,0.4577702702702703,0.34098166820689346,0.10336912675655044,1865,514,128,271,0.176466839134463,0.7895953629344483,0.4112856354938421,-0.16055807277262055,0.9450566056771348,0.04607631389488841,132,0.047516198704103674,592,842.0,0.644813786837354,0.6450481100640821,0.649849990469367,537,0.36498710618837893,0.22297297297297297,9,7,6,110,0.8668706868602228,0.6280662797347889,0.583404961449824,0.6442589094364617
xgboost:leave_out_LR02,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.7915766738660908,0.7281239037063023,0.3695652173913043,0.6390977443609023,0.8171500630517023,0.46831955922865015,0.32783613300787867,0.09776640131015564,1944,435,144,255,0.176466839134463,0.8027730107108881,0.4682172562859919,0.09362643509448579,1.0510456494183482,0.052915766738660906,156,0.056155507559395246,531,756.5,0.6585029016104098,0.6595949899328445,0.6645539218767195,487,0.3479153680172023,0.2937853107344633,6,15,11,124,0.7922094266636119,0.6427528416533685,0.7219705071322714,0.6559312878666724
xgboost:leave_out_LR02,0.1,validation,baseline_common_threshold,lambda_0_validation,2778,0.7422606191504679,0.7264472657052468,0.31968145620022753,0.7042606516290727,0.7486338797814208,0.4397496087636933,0.3457580876358209,0.10542458642580614,1781,598,118,281,0.176466839134463,0.7873403559339711,0.4105367294144042,-0.39026949268797007,0.8759116588982916,0.011519078473722102,33,0.011879049676025918,592,842.0,0.5613933416613474,0.5619602944736579,0.5684532683914214,537,0.2767928534885307,0.05574324324324324,9,3,4,17,0.8299334137288558,0.5359834115667228,0.5433948608724254,0.5600507974017959
xgboost:leave_out_LR02,0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.7606191504679626,0.7309082921679988,0.33700980392156865,0.6892230576441103,0.7725935266918873,0.45267489711934156,0.32840086189612194,0.09808313691216564,1838,541,124,275,0.176466839134463,0.8048468164947888,0.4687884973049656,-0.14253736509391157,0.9907457569841223,0.012239020878329733,34,0.012239020878329733,531,756.5,0.5767652657502897,0.5779528554489024,0.5846860966473494,487,0.2618968184044142,0.064030131826742,5,5,6,18,0.729542700425049,0.5504116064192415,0.6666648799095495,0.5739687684998979
xgboost:leave_out_LR02,0.25,validation,baseline_common_threshold,lambda_0_validation,2778,0.7307415406767459,0.7218076717645312,0.3092896174863388,0.7092731829573935,0.7343421605716688,0.4307458143074581,0.3587432301046223,0.11116546670142505,1747,632,116,283,0.176466839134463,0.7830015349428636,0.3933379770813633,-0.633000009882272,0.7907325124742608,0.003599712023038157,10,0.003599712023038157,592,842.0,0.46880511140413395,0.4695387546654659,0.47795696247059793,537,0.20510020383102714,0.016891891891891893,7,1,2,0,0.7609471445782138,0.43350994216259153,0.49672972721429576,0.4670678441612999
xgboost:leave_out_LR02,0.25,test,baseline_common_threshold,lambda_0_validation,2778,0.7469402447804175,0.7250076641793639,0.32284382284382285,0.6942355889724311,0.7557797393862967,0.4407319013524264,0.3379800961235754,0.10208155911785194,1798,581,122,277,0.176466839134463,0.7990199331873188,0.44992057477549546,-0.4260153558908707,0.8920254211059324,0.0032397408207343412,9,0.0032397408207343412,531,756.5,0.48218603982368824,0.48362913055146045,0.49205042383970776,487,0.19297030000690715,0.01694915254237288,4,2,3,0,0.6523685492766259,0.446377173958327,0.6097265973997477,0.47878789713434444
xgboost:leave_out_LR02,0.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.7235421166306696,0.7186471854288938,0.3030949839914621,0.7117794486215538,0.7255149222362337,0.4251497005988024,0.3811137018291993,0.12130303577179471,1726,653,115,284,0.176466839134463,0.7779684604533612,0.38440689444650583,-0.871829609046047,0.6729312207687035,0.0003599712023038157,1,0.0003599712023038157,592,842.0,0.36837241185128866,0.3692851556418695,0.3782463238454444,537,0.1459738909904116,0.0016891891891891893,1,0,0,0,0.6391869584684162,0.33240505818779703,0.4361002985895312,0.3662110345551931
xgboost:leave_out_LR02,0.5,test,baseline_common_threshold,lambda_0_validation,2778,0.7429805615550756,0.7289535313694071,0.32122587968217936,0.7092731829573935,0.7486338797814208,0.4421875,0.3538619499677458,0.10952881904674099,1781,598,116,283,0.176466839134463,0.7957698997388385,0.4372222476663233,-0.6975642964524796,0.7614692756328832,0.0003599712023038157,1,0.0003599712023038157,531,756.5,0.38062089041907143,0.3821721708797968,0.3913564314601604,487,0.13772787224175106,0.0018832391713747645,1,0,0,0,0.5424173116784515,0.34012326392573033,0.534231654234979,0.3769679860969196
xgboost:leave_out_LR02,0.75,validation,baseline_common_threshold,lambda_0_validation,2778,0.720662347012239,0.7127939647352934,0.29882604055496265,0.7017543859649122,0.7238335435056746,0.41916167664670656,0.4008403620398429,0.1299771325711877,1722,657,119,280,0.176466839134463,0.7757461118116855,0.3787183865515956,-1.0071154025669433,0.6202511427783581,0.0003599712023038157,1,0.0003599712023038157,592,842.0,0.30617069419545456,0.3073672955330976,0.3157626296609463,537,0.1148874352005696,0.0016891891891891893,1,0,0,0,0.5784344250752598,0.2743829432661012,0.38805432734968864,0.3033371422279158
xgboost:leave_out_LR02,0.75,test,baseline_common_threshold,lambda_0_validation,2778,0.7379409647228222,0.7249681581001685,0.3157894736842105,0.706766917293233,0.7431693989071039,0.43653250773993807,0.3702694754561549,0.11678080094903417,1768,611,117,282,0.176466839134463,0.7929175608209258,0.4291812143056084,-0.8568700588627068,0.7005357955608051,0.0003599712023038157,1,0.0003599712023038157,531,756.5,0.31557957418682264,0.31749135117408794,0.325987773438912,487,0.10773570931876178,0.0018832391713747645,1,0,0,0,0.48938615751764464,0.28073689977050625,0.4779149059045864,0.31107778447401624
