feature,standardized_coefficient,odds_ratio_per_sd
MCH,0.06458242565565579,1.0667134991806955
MCV,0.060217477080950585,1.062067496770229
HBA2,0.0015559336583860096,1.001557144751206
HBF,-0.027672285868734804,0.9727070844314087
