feature,standardized_coefficient,odds_ratio_per_sd
MCH,0.07391201807631406,1.0767120701295951
MCV,0.0729222246710393,1.0756468748717856
HBA2,0.0013843420521533801,1.0013853006959246
HBF,-0.03267142710743024,0.9678565187657516
