algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04
lightgbm:leave_out_LR05,0.0,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7534197264218863,0.7319196477954028,0.3309692671394799,0.7017543859649122,0.7620849096258933,0.4497991967871486,0.3409690727392309,0.1033494132771442,1813,566,119,280,0.1620460991482594,0.7898776997137652,0.40453878836719104,-0.1398448685489366,0.9606272594483047,0.01079913606911447,30,0.01079913606911447,222,222.0,0.3230263719197886,0.3230263719197886,0.3143860537193393,212,0.04814541419645973,0.13513513513513514,9,9,6,6,0.8638260760203477,0.08276934369713913,0.6308009009096434,0.6544595726203124
lightgbm:leave_out_LR05,0.0,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.775377969762419,0.7186661483469077,0.3469387755102041,0.6390977443609023,0.798234552332913,0.4497354497354497,0.329078278187055,0.097942081247911,1899,480,144,255,0.1620460991482594,0.7996451827340524,0.4719453791349321,0.09175927554321596,1.0539845533676393,0.011159107271418287,31,0.011159107271418287,188,188.0,0.33580383085795285,0.33580383085795285,0.32378524951813764,178,0.04367357865735517,0.16489361702127658,5,7,12,7,0.7997263470945637,0.0792975706917617,0.6427075558106076,0.725875460489381
lightgbm:leave_out_LR05,0.1,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7591792656587473,0.7321535237842399,0.33616504854368934,0.6942355889724311,0.7700714585960488,0.45298446443172524,0.3412412522745438,0.10342762177046502,1832,547,122,277,0.16766163459226965,0.7895469021439686,0.40276968443012395,-0.15303228665562005,0.9604952922435697,0.010079193664506839,28,0.010079193664506839,222,222.0,0.3080917569975852,0.3080917569975852,0.29933710419544807,212,0.04337360626607186,0.12612612612612611,9,8,5,6,0.8356486317395444,0.08232038397226886,0.5938561210783466,0.6205387464508725
lightgbm:leave_out_LR05,0.1,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7778977681785457,0.7222232757176674,0.3510928961748634,0.6441102756892231,0.8003362757461118,0.45446507515473034,0.3291745065026239,0.0981289665573192,1904,475,142,257,0.16766163459226965,0.8004816581175511,0.4635173637258543,0.07824962415886448,1.0569816711558784,0.008999280057595392,25,0.008999280057595392,188,188.0,0.3150485675946941,0.3150485675946941,0.30440473553934816,178,0.038146093590946124,0.13297872340425532,5,8,6,6,0.7320810539387226,0.07828200861209729,0.6035879117109879,0.6668884074235985
lightgbm:leave_out_LR05,0.25,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.6969042476601872,0.7218677210049083,0.28844317096466093,0.7568922305764411,0.6868432114333753,0.41770401106500693,0.34284361658666773,0.10390347584946241,1634,745,97,302,0.12453377121040929,0.7870374759934725,0.3969662595511937,-0.2104095539062572,0.9250963870982616,0.006119510439164867,17,0.006119510439164867,222,222.0,0.27923265799840163,0.27923265799840163,0.2698718108641978,212,0.03620356300615549,0.07657657657657657,5,12,0,0,0.7679541955089273,0.07727129982661649,0.5357186951855368,0.5426300710227588
lightgbm:leave_out_LR05,0.25,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7192224622030238,0.7255117617498981,0.3029989658738366,0.7343358395989975,0.7166876839007986,0.4289897510980966,0.33109799619490465,0.09883287140609298,1705,674,106,293,0.12453377121040929,0.7983762474702941,0.438141791608082,0.00852256627370955,1.0118495097260007,0.005759539236861051,16,0.005759539236861051,188,188.0,0.28338708297977755,0.28338708297977755,0.2743348047157164,178,0.03173733668752696,0.0851063829787234,2,10,4,0,0.6202685751513206,0.0718097935402939,0.5506664158437293,0.5912968914896338
lightgbm:leave_out_LR05,0.5,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7577393808495321,0.7208832295113572,0.33044554455445546,0.6691729323308271,0.7725935266918873,0.4424192212096106,0.346492616250903,0.10514940006445883,1838,541,132,267,0.17481647276908105,0.7823699644234587,0.3855558846829804,-0.288971631247694,0.8830542470926812,0.005039596832253419,14,0.005039596832253419,222,222.0,0.24782009370167882,0.24782009370167882,0.2372325991604343,212,0.02961736000717304,0.06306306306306306,3,11,0,0,0.6967426368086658,0.07200329211317792,0.4658977185528477,0.48281429317841995
lightgbm:leave_out_LR05,0.5,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.785097192224622,0.726426722544065,0.3609550561797753,0.6441102756892231,0.8087431693989071,0.46264626462646263,0.3330592712350933,0.09942735062619527,1924,455,142,257,0.17481647276908105,0.7958631340857397,0.43090096920001575,-0.06585572079370672,0.9763829285764583,0.0032397408207343412,9,0.0032397408207343412,188,188.0,0.24930818833746615,0.24930818833746615,0.2393668657337397,178,0.025495648731552772,0.047872340425531915,0,7,2,0,0.5434117041866366,0.06632363254198445,0.4812996979699389,0.5119255502408455
lightgbm:leave_out_LR05,0.75,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.6857451403887689,0.7205671808777935,0.2821691176470588,0.7694235588972431,0.6717108028583438,0.4129119031607263,0.3470886934416013,0.10543920795820481,1598,781,92,307,0.12243381211884716,0.7828008440605506,0.38326300183248735,-0.30890596233411877,0.8820616422157148,0.004319654427645789,12,0.004319654427645789,222,222.0,0.2290264018336772,0.2290264018336772,0.21762051788797293,212,0.02607628371983977,0.05405405405405406,0,12,0,0,0.6468181393200662,0.07191058300206625,0.4216966919018386,0.43656694791770984
lightgbm:leave_out_LR05,0.75,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7120230381569475,0.7254801568865417,0.2984924623115578,0.7443609022556391,0.7065994115174443,0.4261119081779053,0.3334590099036648,0.09971666513584096,1681,698,102,297,0.12243381211884716,0.7963798736016163,0.4275051545757019,-0.08610914465057944,0.9777098300640538,0.0032397408207343412,9,0.0032397408207343412,188,188.0,0.22858118635156155,0.22858118635156155,0.21785143218174316,178,0.02182667184407147,0.047872340425531915,0,9,0,0,0.4931151547665379,0.06922863518615277,0.4286904617178739,0.45801080730063803
