feature,standardized_coefficient,odds_ratio_per_sd
MCV,0.2287575948487814,1.2570372897606257
MCH,0.21759728006737705,1.2430863511499983
HBA2,-0.0014660236690019724,0.9985350504187536
HBF,-0.0475887761923656,0.9535258189835137
