algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05
neural:leave_out_LR01,0.0,validation,fixed_threshold_0.5,prespecified,2778,0.8603311735061195,0.5680184066724188,0.5478260869565217,0.15789473684210525,0.9781420765027322,0.245136186770428,0.3401498941990284,0.10336897278034907,2327,52,336,63,0.5,0.7923144346785417,0.3945487977180163,-0.04559101436130201,0.9704074759332653,0.15910727141828654,494,0.17782577393808496,711,961.0,0.58013883351432,0.5531091102365312,0.5539893975077611,621,0.3646947806164882,0.6947960618846695,0,64,14,416,0.07331812889434587,0.6624883955833738,0.7666202170153459,0.6570113665163517
neural:leave_out_LR01,0.0,test,fixed_threshold_0.5,prespecified,2778,0.8740100791936645,0.5906064025132187,0.7333333333333333,0.19298245614035087,0.9882303488860866,0.3055555555555556,0.3266836116287911,0.09706227171673955,2351,28,322,77,0.5,0.8034056347257382,0.486491531883908,0.24593559239224297,1.1007906954987479,0.14326853851691865,435,0.15658747300215983,629,854.5,0.5990881377463078,0.573460985433111,0.5745755186328957,561,0.34819991453106464,0.6915739268680445,0,47,19,369,0.06551574417792355,0.6984573519892162,0.8201171990091863,0.6705714140434289
neural:leave_out_LR01,0.1,validation,fixed_threshold_0.5,prespecified,2778,0.8581713462922966,0.6022180293103503,0.5132275132275133,0.24310776942355888,0.9613282891971416,0.3299319727891156,0.3419007056498628,0.10403554847174064,2287,92,302,97,0.5,0.7909417301134298,0.40091915122229216,-0.2382064197456101,0.920524330624785,0.132829373650108,398,0.14326853851691865,711,961.0,0.529230087771986,0.5056870801953282,0.5063091975080815,621,0.3000715250499794,0.559774964838256,0,38,11,349,0.1018599430958812,0.5765306499194015,0.6771665241155359,0.5961864013200004
neural:leave_out_LR01,0.1,test,fixed_threshold_0.5,prespecified,2778,0.8743700503959683,0.6189765081050672,0.6582278481012658,0.2606516290726817,0.9773013871374527,0.3734290843806104,0.32632866902783414,0.09693096066675466,2325,54,295,104,0.5,0.8045360353384512,0.48504964340275614,0.02805568325687687,1.0498181045304393,0.12491000719942405,372,0.13390928725701945,629,854.5,0.5480494562867808,0.5256599020099373,0.5268075249124881,561,0.2840293251248677,0.5914149443561209,0,34,16,322,0.09410667170793462,0.6092162456582575,0.7405350118744792,0.6105019158882649
neural:leave_out_LR01,0.25,validation,fixed_threshold_0.5,prespecified,2778,0.8473722102231821,0.6459749626272491,0.4603174603174603,0.3634085213032581,0.92854140395124,0.4061624649859944,0.35267639216892177,0.10899229073716982,2209,170,254,145,0.5,0.7877180340510797,0.39264229169623527,-0.5411053568085366,0.8041123476105385,0.09143268538516919,271,0.09755219582433405,711,961.0,0.4525589311467642,0.43431563933187395,0.4329284119272138,621,0.23133592157941882,0.38115330520393814,0,26,9,236,0.12468375993462709,0.46689687420924497,0.6368607027663126,0.5044428530683119
neural:leave_out_LR01,0.25,test,fixed_threshold_0.5,prespecified,2778,0.8725701943844493,0.6690307104457234,0.5862068965517241,0.38345864661654133,0.9546027742749055,0.4636363636363636,0.3326681565816353,0.09929002536300416,2271,108,246,153,0.5,0.7997099727039331,0.4672342197389192,-0.3254488231222191,0.9154787263130441,0.09071274298056156,269,0.09683225341972643,629,854.5,0.4682612649141661,0.4509858466846701,0.4506781142752995,561,0.2171273136009874,0.4276629570747218,0,24,16,229,0.11542570672607348,0.4957514336101369,0.6843416586910425,0.5164485734124052
neural:leave_out_LR01,0.5,validation,fixed_threshold_0.5,prespecified,2778,0.8232541396688265,0.6631822304816265,0.39592760180995473,0.43859649122807015,0.8877679697351829,0.4161712247324614,0.37123724258658647,0.1175091646582975,2112,267,224,175,0.5,0.7840876887468776,0.3908550885565421,-0.7842953261053347,0.696006227695113,0.05183585313174946,148,0.05327573794096472,711,961.0,0.37230762269023576,0.35989605747617387,0.3551984418509789,621,0.17421179471857853,0.20815752461322082,6,13,7,122,0.1520619651111655,0.36550176820971747,0.5461245079835255,0.4076061141590277
neural:leave_out_LR01,0.5,test,fixed_threshold_0.5,prespecified,2778,0.8545716342692584,0.6898109081025388,0.49326145552560646,0.45864661654135336,0.9209751996637242,0.4753246753246753,0.34677321798028965,0.10560663262942854,2191,188,216,183,0.5,0.7949218359054425,0.4407650448262785,-0.6091286784820872,0.788945231037121,0.054715622750179986,157,0.056515478761699066,629,854.5,0.3857916233821706,0.37368387075819204,0.37048410465876797,561,0.16268117505329335,0.24960254372019078,1,12,12,132,0.13893721105220416,0.39333462520362494,0.5662260569239917,0.41956446773020856
neural:leave_out_LR01,0.75,validation,fixed_threshold_0.5,prespecified,2778,0.8038156947444205,0.6580906869949148,0.3562992125984252,0.45363408521303256,0.862547288776797,0.39911797133406834,0.391421105455037,0.1262146437548264,2052,327,218,181,0.5,0.7797767853850684,0.37555109471333525,-0.9370443581379116,0.6177869237366682,0.026997840172786176,75,0.026997840172786176,711,961.0,0.3107296734534015,0.3023813748518263,0.2942960330320482,621,0.13777984018460412,0.10548523206751055,14,7,5,49,0.16233557381500038,0.2984988000055756,0.4634996523459753,0.33447223467628157
neural:leave_out_LR01,0.75,test,fixed_threshold_0.5,prespecified,2778,0.8333333333333334,0.687840344872269,0.4288888888888889,0.48370927318295737,0.8919714165615805,0.4546525323910483,0.3613125971692867,0.11216912427008549,2122,257,206,193,0.5,0.7940316322542379,0.44561326719108485,-0.7808096781691749,0.7053689074005655,0.026277897768178547,76,0.027357811375089993,629,854.5,0.32170559724228637,0.31314147932965275,0.306413164065436,561,0.12807728838563182,0.12082670906200318,8,9,7,52,0.1456426295572547,0.3334041865043391,0.440530963372766,0.34559397935779196
