algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05
LightGBM,0.1,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.7826282628262826,0.7426296047982315,0.3637873754152824,0.6865203761755486,0.7987388334209143,0.4755700325732899,0.32846864216532773,0.09861631516279577,1520,383,100,219,0.2002839697005862,0.8072182678068123,0.4722560046758422,-0.17424447394337503,0.9766999560448251,0.025652565256525654,58,0.026102610261026102,509,685.0,0.5261146364829434,0.5089790302643148,0.5125686863790176,437,0.2647396387954715,0.11394891944990176,6,19,3,3,27,0.8055762824942806,0.14041589028608897,0.5290266778477946,0.6231126211328785,0.575671588558409
LightGBM,0.1,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7638588912886969,0.7175452060555088,0.33547557840616965,0.6525,0.7825904121110177,0.4431239388794567,0.334411336619943,0.10030223204537692,1861,517,139,261,0.2002839697005862,0.7981207947855341,0.46565050562986987,-0.23856368169156292,0.9424411407176251,0.028797696184305256,81,0.029157667386609073,693,932.5,0.5143494679023116,0.49536322209659756,0.4966561615892538,604,0.2844013017052888,0.11688311688311688,13,25,8,5,30,0.865945799257108,0.12353517210760458,0.5611395371469967,0.6511875550527969,0.5692867052441063
