feature,standardized_coefficient,odds_ratio_per_sd
MCH,0.046814918269381375,1.0479280387950474
MCV,0.04548881085550964,1.046539294669054
HBF,0.03916004669830946,1.0399369088006083
HBA2,-0.010031062964345803,0.9900190803441302
