feature,standardized_coefficient,odds_ratio_per_sd
HBF,0.06120544702527704,1.0631173060404953
MCH,0.037645799787013205,1.0383633792053466
MCV,0.035880163040238645,1.0365316242493179
HBA2,-0.013295213208132624,0.9867927777544641
