algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05,ablation,training_rule_control,training_rules,algorithm_key,algorithm_display,delta_balanced_accuracy_vs_all,delta_recall_sensitivity_vs_all,delta_specificity_vs_all,delta_roc_auc_vs_all,delta_average_precision_vs_all,delta_patient_violation_rate_vs_all,delta_soft_rule_violation_vs_all
lightgbm:leave_out_LR01,0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.7469402447804175,0.7270935851608846,0.3236658932714617,0.6992481203007519,0.7549390500210172,0.4425059476605868,0.3290103157921958,0.0980806569844185,1796,583,120,279,0.1620460991482594,0.8028894219575843,0.4723779263940827,-0.1577484710027253,0.9727771480399036,0.0158387329013678,44,0.0158387329013678,629,854.5,0.5156227058112332,0.4943608114800134,0.4969236940496083,561,0.2618627481179273,0.0699523052464228,,24.0,6.0,6.0,8.0,,0.1038706437489552,0.5478559175165271,0.6579455638503987,0.5749297192672744,leave_out_LR01,none,"LR02,LR03,LR04,LR05",lightgbm,LightGBM,0.006071294250759474,0.007518796992481258,0.004623791509037467,0.001112491190144449,0.0027318075336136283,-0.0017998560115191006,-0.0016049260121340225
lightgbm:leave_out_LR02,0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.744060475161987,0.7285410879026064,0.3219178082191781,0.706766917293233,0.7503152585119798,0.4423529411764706,0.3292855569522798,0.0982163815956891,1785,594,117,282,0.1620460991482594,0.8023721556939848,0.4683779784489993,-0.1566118441135549,0.9789650176115956,0.0082793376529877,23,0.0082793376529877,531,756.5,0.5756363444710593,0.5764476812512712,0.5839291978879143,487,0.2613204324237216,0.0433145009416195,5.0,,5.0,6.0,7.0,0.6964131420942522,,0.546012335020737,0.659610870608539,0.5737258352458152,leave_out_LR02,none,"LR01,LR03,LR04,LR05",lightgbm,LightGBM,0.007518796992481258,0.015037593984962405,0.0,0.0005952249265449572,-0.0012681404114697759,-0.009359251259899202,0.058408712647692096
lightgbm:leave_out_LR03,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.775377969762419,0.7186661483469077,0.3469387755102041,0.6390977443609023,0.798234552332913,0.4497354497354497,0.329078278187055,0.097942081247911,1899,480,144,255,0.1620460991482594,0.7996451827340524,0.4719453791349321,0.0917592755432159,1.0539845533676393,0.046796256299496,130,0.046796256299496,588,813.5,0.5816693520082271,0.5537012871725282,0.5599305183090503,559,0.3231116612048287,0.2210884353741496,5.0,7.0,,7.0,111.0,0.7997263470945637,0.0792975706917617,,0.725875460489381,0.654597166302644,leave_out_LR03,none,"LR01,LR02,LR04,LR05",lightgbm,LightGBM,-0.002356142563217478,-0.05263157894736836,0.047919293820933184,-0.0021317480333874483,0.002299260274463033,0.029157667386609097,0.06444172018485994
lightgbm:leave_out_LR04,0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.7411807055435565,0.7237308276997665,0.3177676537585421,0.6992481203007519,0.748213535098781,0.4369616288175411,0.3290613750133478,0.097998816492331,1780,599,120,279,0.1620460991482594,0.8027424593429769,0.4748273524667962,-0.1106863885719285,1.0253400757947444,0.0143988480921526,40,0.0143988480921526,620,845.5,0.5174493941392645,0.4958107777109905,0.4979153838433636,548,0.2579539189522329,0.064516129032258,5.0,27.0,4.0,,4.0,0.7292223794914148,0.108618736253262,0.5525112498564647,,0.5769435945185543,leave_out_LR04,none,"LR01,LR02,LR03,LR05",lightgbm,LightGBM,0.002708536789641336,0.007518796992481258,-0.0021017234131988083,0.0009655285755371112,0.005181233606327107,-0.0032397408207343013,0.00022176231589732254
lightgbm:leave_out_LR05,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.775377969762419,0.7186661483469077,0.3469387755102041,0.6390977443609023,0.798234552332913,0.4497354497354497,0.329078278187055,0.097942081247911,1899,480,144,255,0.1620460991482594,0.7996451827340524,0.4719453791349321,0.0917592755432159,1.0539845533676393,0.0111591072714182,31,0.0111591072714182,188,188.0,0.3358038308579528,0.3358038308579528,0.3237852495181376,178,0.0436735786573551,0.1648936170212765,5.0,7.0,12.0,7.0,,0.7997263470945637,0.0792975706917617,0.6427075558106076,0.725875460489381,,leave_out_LR05,none,"LR01,LR02,LR03,LR04",lightgbm,LightGBM,-0.002356142563217478,-0.05263157894736836,0.047919293820933184,-0.0021317480333874483,0.002299260274463033,-0.0064794816414687015,-0.18142380096541438
lightgbm:control_permuted,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.775377969762419,0.7186661483469077,0.3469387755102041,0.6390977443609023,0.798234552332913,0.4497354497354497,0.329078278187055,0.097942081247911,1899,480,144,255,0.1620460991482594,0.7996451827340524,0.4719453791349321,0.0917592755432159,1.0539845533676393,0.0489560835133189,142,0.0511159107271418,639,864.5,0.5852702177039141,0.560805073871342,0.5645042738010474,566,0.3455475578760179,0.2222222222222222,5.0,7.0,12.0,7.0,111.0,0.7997263470945637,0.0792975706917617,0.6427075558106076,0.725875460489381,0.654597166302644,control_permuted,permuted,"LR01,LR02,LR03,LR04,LR05",lightgbm,LightGBM,-0.002356142563217478,-0.05263157894736836,0.047919293820933184,-0.0021317480333874483,0.002299260274463033,0.031317494600432,0.0680425858805469
lightgbm:control_column_permuted,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.775377969762419,0.7186661483469077,0.3469387755102041,0.6390977443609023,0.798234552332913,0.4497354497354497,0.329078278187055,0.097942081247911,1899,480,144,255,0.1620460991482594,0.7996451827340524,0.4719453791349321,0.0917592755432159,1.0539845533676393,0.0489560835133189,142,0.0511159107271418,639,864.5,0.5852702177039141,0.560805073871342,0.5645042738010474,566,0.3455475578760179,0.2222222222222222,5.0,7.0,12.0,7.0,111.0,0.7997263470945637,0.0792975706917617,0.6427075558106076,0.725875460489381,0.654597166302644,control_column_permuted,column_permuted,"LR01,LR02,LR03,LR04,LR05",lightgbm,LightGBM,-0.002356142563217478,-0.05263157894736836,0.047919293820933184,-0.0021317480333874483,0.002299260274463033,0.031317494600432,0.0680425858805469
lightgbm:control_reversed,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.775377969762419,0.7186661483469077,0.3469387755102041,0.6390977443609023,0.798234552332913,0.4497354497354497,0.329078278187055,0.097942081247911,1899,480,144,255,0.1620460991482594,0.7996451827340524,0.4719453791349321,0.0917592755432159,1.0539845533676393,0.0489560835133189,142,0.0511159107271418,639,864.5,0.5852702177039141,0.560805073871342,0.5645042738010474,566,0.3455475578760179,0.2222222222222222,5.0,7.0,12.0,7.0,111.0,0.7997263470945637,0.0792975706917617,0.6427075558106076,0.725875460489381,0.654597166302644,control_reversed,reversed,"LR01,LR02,LR03,LR04,LR05",lightgbm,LightGBM,-0.002356142563217478,-0.05263157894736836,0.047919293820933184,-0.0021317480333874483,0.002299260274463033,0.031317494600432,0.0680425858805469
logistic:all_rules,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0201583873290136,57,0.0205183585313174,639,864.5,0.7399690318699369,0.7094589464809056,0.7170886026318833,566,0.4842736360764472,0.0892018779342723,4.0,31.0,1.0,19.0,2.0,0.8279708143968035,0.135103316950022,0.7998284295605904,0.8928541062428719,0.8264255487816486,all_rules,none,"LR01,LR02,LR03,LR04,LR05",logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logistic:single_LR01,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0014398848092152,4,0.0014398848092152,10,10.0,0.8279708143968035,0.8279708143968035,0.8279708143968035,10,0.0064652722009826,0.4,4.0,,,,,0.8279708143968035,,,,,single_LR01,none,LR01,logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,-0.0187185025197984,0.08800178252686663
logistic:single_LR02,0.75,test,baseline_common_threshold,lambda_0_validation,2778,0.6958243340532757,0.722280164471709,0.2880228136882129,0.7593984962406015,0.6851618327028163,0.4176430048242591,0.3955673080142439,0.1189582597876723,1630,749,96,303,0.1407551180350323,0.7707188315471317,0.3734394757081634,9.818383515525634,6.501383664591675,0.0068394528437724,19,0.0068394528437724,108,108.0,0.126047736732085,0.126047736732085,0.126047736732085,108,0.0052446876890593,0.1759259259259259,,19.0,,,,,0.126047736732085,,,,single_LR02,none,LR02,logistic,Logistic Regression,0.025799049957807574,-0.05012531328320802,0.10172341319882305,0.002019550768472267,0.006493249372680587,-0.0133189344852412,-0.6139212951378519
logistic:single_LR03,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0003599712023038,1,0.0003599712023038,51,51.0,0.7998284295605904,0.7998284295605904,0.7998284295605904,51,0.029644697335393,0.0196078431372549,,,1.0,,,,,0.7998284295605904,,,single_LR03,none,LR03,logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,-0.0197984161267098,0.059859397690653515
logistic:single_LR04,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.6159107271418287,0.6964811145139014,0.245814307458143,0.8095238095238095,0.5834384195039932,0.3771161704611792,0.3954876328807399,0.1188529424855129,1388,991,76,323,0.1407551180350323,0.7686992807786595,0.3669462263354828,9.342020050892833,6.359396371430544,0.0068394528437724,19,0.0068394528437724,19,19.0,0.8928541062428721,0.8928541062428721,0.8928541062428719,19,0.0152836595305985,1.0,,,,19.0,,,,,0.8928541062428719,,single_LR04,none,LR04,logistic,Logistic Regression,0.0,0.0,0.0,0.0,0.0,-0.0133189344852412,0.1528850743729352
