algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05
neural:leave_out_LR02,0.0,validation,fixed_threshold_0.5,prespecified,2778,0.8603311735061195,0.5680184066724188,0.5478260869565217,0.15789473684210525,0.9781420765027322,0.245136186770428,0.3401498941990284,0.10336897278034907,2327,52,336,63,0.5,0.7923144346785417,0.3945487977180163,-0.04559101436130201,0.9704074759332653,0.1627069834413247,505,0.18178545716342692,592,842.0,0.6627808630964938,0.6652173059090536,0.6687953223715393,537,0.3726131150272903,0.8530405405405406,11,64,14,416,0.9163113160228189,0.6624883955833738,0.7666202170153459,0.6570113665163517
neural:leave_out_LR02,0.0,test,fixed_threshold_0.5,prespecified,2778,0.8740100791936645,0.5906064025132187,0.7333333333333333,0.19298245614035087,0.9882303488860866,0.3055555555555556,0.3266836116287911,0.09706227171673955,2351,28,322,77,0.5,0.8034056347257382,0.486491531883908,0.24593559239224297,1.1007906954987479,0.14578833693304535,445,0.160187185025198,531,756.5,0.6783146350980002,0.6816029521371827,0.6834584296758119,487,0.35346906272601514,0.8380414312617702,10,47,19,369,0.8299908118632933,0.6984573519892162,0.8201171990091863,0.6705714140434289
neural:leave_out_LR02,0.1,validation,fixed_threshold_0.5,prespecified,2778,0.8538516918646508,0.6122114871036355,0.48444444444444446,0.2731829573934837,0.9512400168137873,0.34935897435897434,0.3431601533708539,0.1046744067521689,2263,116,290,109,0.5,0.7908595574687033,0.39971789052159673,-0.29980840446202883,0.9069057983542737,0.12347012239020878,367,0.13210943124550037,592,842.0,0.5841395926152254,0.5863167283519566,0.592496272599675,537,0.29156681458238304,0.6199324324324325,10,33,12,312,0.8816581193470593,0.5624630422980496,0.7191090323030949,0.578984135190646
neural:leave_out_LR02,0.1,test,fixed_threshold_0.5,prespecified,2778,0.8765298776097912,0.6379678704959119,0.6505376344086021,0.3032581453634085,0.9726775956284153,0.41367521367521365,0.32654533815276565,0.09697663464374301,2314,65,278,121,0.5,0.8048457629993436,0.4872247593543134,-0.039016015408341646,1.0362747647008967,0.11807055435565154,354,0.12742980561555076,531,756.5,0.5999606085362992,0.6028696415841823,0.6079926848409011,487,0.2745008628835509,0.6666666666666666,10,33,19,292,0.7721389590452115,0.5923243325228005,0.7737372515298295,0.5931105129778694
neural:leave_out_LR02,0.25,validation,fixed_threshold_0.5,prespecified,2778,0.8488120950323974,0.6541163754278508,0.4676923076923077,0.38095238095238093,0.9272803699033207,0.4198895027624309,0.35411296843202866,0.10959387125637622,2206,173,247,152,0.5,0.7868267769044301,0.3908074218957202,-0.5592706373469384,0.8054056129120665,0.09251259899208063,267,0.09611231101511879,592,842.0,0.502351594233468,0.5039993983290687,0.5123380002242524,537,0.22674511078650986,0.4510135135135135,10,19,11,227,0.8209318777151179,0.4582137586642997,0.6580325344370471,0.49844959413508577
neural:leave_out_LR02,0.25,test,fixed_threshold_0.5,prespecified,2778,0.8707703383729302,0.6690228092298842,0.5746268656716418,0.38596491228070173,0.9520807061790668,0.4617691154422789,0.3344218217705399,0.10028441740952013,2265,114,245,154,0.5,0.8008635502164405,0.4548375465919885,-0.34975415589136793,0.9139016237740064,0.09107271418286537,269,0.09683225341972643,531,756.5,0.516214566445214,0.5185073407814701,0.5263620164247917,487,0.2123243103818593,0.5065913370998116,7,23,16,223,0.6719861499965191,0.48478232367950325,0.7108313066133282,0.5108156166777995
neural:leave_out_LR02,0.5,validation,fixed_threshold_0.5,prespecified,2778,0.816414686825054,0.6612748769780694,0.38064516129032255,0.44360902255639095,0.8789407313997478,0.4097222222222222,0.3757411427620383,0.11928341543136245,2091,288,222,177,0.5,0.7813412261212088,0.38115097144037374,-0.8255876906210278,0.6963341865241367,0.043916486681065514,124,0.04463642908567315,592,842.0,0.39693774324226083,0.3981669149319599,0.4071170082564386,537,0.16237902905898566,0.20945945945945946,9,11,7,97,0.7195708112734738,0.34611375825573704,0.5294996220204565,0.39402706468105314
neural:leave_out_LR02,0.5,test,fixed_threshold_0.5,prespecified,2778,0.849532037437005,0.6899973767963414,0.47570332480818417,0.46616541353383456,0.9138293400588483,0.4708860759493671,0.34903943868282794,0.10702759577998995,2174,205,213,186,0.5,0.797518702177891,0.43747096576122835,-0.6493692134916248,0.795679499430093,0.049316054715622754,139,0.05003599712023038,531,756.5,0.4081377907553337,0.40962774689120457,0.41842579082276704,487,0.15144783429572142,0.2617702448210923,6,9,11,113,0.5671395093202591,0.369322442102666,0.5535623023384496,0.40462929094093253
neural:leave_out_LR02,0.75,validation,fixed_threshold_0.5,prespecified,2778,0.7973362131029518,0.6657801502495204,0.35036496350364965,0.48120300751879697,0.8503572929802438,0.40549102428722283,0.39681889654246544,0.12870293025832605,2023,356,207,192,0.5,0.7792310747444483,0.3798315841844059,-0.9784203677449433,0.6155097013248928,0.012958963282937365,36,0.012958963282937365,592,842.0,0.31926008356662844,0.32113389174562984,0.3277478260858173,537,0.12166824013001162,0.060810810810810814,8,7,5,16,0.6028362501299742,0.29753173526489374,0.42876784900824233,0.3148229057987531
neural:leave_out_LR02,0.75,test,fixed_threshold_0.5,prespecified,2778,0.8232541396688265,0.6850844007875931,0.4049586776859504,0.49122807017543857,0.8789407313997478,0.44394110985277463,0.3662918019563283,0.11478752022636302,2091,288,203,196,0.5,0.7945067587000286,0.4486416356576559,-0.8291492860861001,0.6996933868202782,0.014038876889848811,40,0.014398848092152628,531,756.5,0.3297449371433384,0.3314391717791782,0.337111403126573,487,0.1137866910052861,0.07532956685499058,5,7,7,21,0.482178674141566,0.3204800649211298,0.41643372073508145,0.32575540902080663
