algorithm_key,algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05,violation_reduction_fraction,soft_violation_reduction_fraction,passes_balanced_accuracy,passes_auc,passes_average_precision,passes_violation_reduction,passes_soft_violation_reduction,is_penalized,eligible,selected,best_validation_balanced_accuracy,baseline_validation_roc_auc,baseline_validation_average_precision,baseline_validation_patient_violation_rate,baseline_validation_soft_rule_violation,balanced_accuracy_tolerance,auc_tolerance,average_precision_tolerance,minimum_violation_reduction,minimum_soft_violation_reduction,selection_reason,selection_evaluation_mode,baseline_common_threshold
logistic,Logistic Regression,0.75,validation,baseline_common_threshold,lambda_0_validation,2778,0.14578833693304535,0.4950032711033574,0.1423913043478261,0.9849624060150376,0.005044136191677175,0.24881291547958215,0.4247366137422576,0.12702147036533798,12,2367,6,393,0.14075511803503238,0.7541547226620566,0.3268349148361995,0.27188084936124096,2.215115176867006,0.05003599712023038,139,0.05003599712023038,722,972.0,0.5615376980669857,0.5449807393779342,0.5526260305288837,629,0.3044039272103767,0.1925207756232687,0,127,0,12,0,0.7321374779240334,0.2635473207093642,0.5056354282371727,0.8741596158233526,0.6093541947609663,-0.8783783783783784,0.23387593756783265,False,True,True,False,True,True,False,False,0.7064824735230257,0.7593610971522965,0.3346097344662093,0.02663786897048236,0.7329592237115047,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.14075511803503238
logistic,Logistic Regression,1.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.1447084233261339,0.49541571457015804,0.14249547920433997,0.9874686716791979,0.003362757461118117,0.24905183312262957,0.441201081903957,0.1334547907940622,8,2371,5,394,0.14075511803503238,0.7544676108092847,0.32727583351882533,-0.2170615136208139,1.9923192650576025,0.049316054715622754,137,0.049316054715622754,722,972.0,0.5242724410746249,0.5110412154907339,0.5183407312651197,629,0.27244127154168274,0.18975069252077562,0,127,0,10,0,0.7067486248695517,0.2880610643875995,0.4460675435313199,0.8711344124559294,0.5624842205609015,-0.8513513513513516,0.2847181342232752,False,True,True,False,True,True,False,False,0.7064824735230257,0.7593610971522965,0.3346097344662093,0.02663786897048236,0.7329592237115047,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.14075511803503238
logistic,Logistic Regression,1.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.1443484521238301,0.49520554222883817,0.14244396240057844,0.9874686716791979,0.0029424127784783522,0.24897314375987362,0.4734070537799638,0.14701230039810523,7,2372,5,394,0.14075511803503238,0.7552535184114131,0.32835916019586964,-0.7897340434972163,1.7340998508537122,0.049316054715622754,137,0.049316054715622754,722,972.0,0.46737457664168136,0.4592502129989838,0.46559993328392024,629,0.2300364866117067,0.18975069252077562,0,127,0,10,0,0.6681861431390167,0.32317870447611535,0.36055314284126083,0.8666665186948552,0.4908377388417921,-0.8513513513513516,0.3623457328567003,False,True,True,False,True,True,False,False,0.7064824735230257,0.7593610971522965,0.3346097344662093,0.02663786897048236,0.7329592237115047,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.14075511803503238
logistic,Logistic Regression,2.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.14398848092152627,0.49499536988751824,0.14239248283339356,0.9874686716791979,0.0025220680958385876,0.2488945041061276,0.5032870451808671,0.16018852862728314,6,2373,5,394,0.14075511803503238,0.7561963968348784,0.32961094355243403,-1.1258216165039523,1.5859475187540124,0.04895608351331893,136,0.04895608351331893,722,972.0,0.42588771539507086,0.42150520829750554,0.42679489375733004,629,0.20293715389907802,0.1883656509695291,0,127,0,9,0,0.6398157088891492,0.34674581428635337,0.30289738240029723,0.8632271033968686,0.4385443958928395,-0.8378378378378379,0.41894760087949756,False,True,True,False,True,True,False,False,0.7064824735230257,0.7593610971522965,0.3346097344662093,0.02663786897048236,0.7329592237115047,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.14075511803503238
neural,Neural Network (MLP),0.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7037437005039597,0.7331617189253082,0.2965451055662188,0.7744360902255639,0.6918873476250526,0.4288688410825815,0.3401498941990284,0.103368972780349,1646,733,90,309,0.118138941625754,0.7923144346785417,0.3945487977180163,-0.045591014361302,0.9704074759332652,0.0255579553635709,71,0.0255579553635709,722,972.0,0.5839432546126672,0.5586426618482336,0.5604647191040159,629,0.376263957132521,0.0983379501385041,9,20,5,6,31,0.9163113160228188,0.0733181288943458,0.6624883955833738,0.7666202170153459,0.6570113665163517,0.0,0.0,True,True,True,False,True,False,False,True,0.7331617189253082,0.7923144346785417,0.3945487977180163,0.0255579553635709,0.5839432546126672,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.118138941625754
neural,Neural Network (MLP),0.1,validation,baseline_common_threshold,lambda_0_validation,2778,0.6832253419726422,0.7295255793961575,0.284304932735426,0.7944862155388471,0.6645649432534678,0.4187582562747688,0.3428377352046815,0.1045614448205354,1581,798,82,317,0.118138941625754,0.7911893015430547,0.396757384226335,-0.2886429769957086,0.905523174434122,0.0190784737221022,53,0.0190784737221022,722,972.0,0.5246354226803533,0.503650098891167,0.5046444638307414,629,0.303819379326218,0.0734072022160664,8,33,0,5,7,0.8804046128961173,0.0994309509602876,0.5709543248092886,0.7147595135702027,0.5852410377835233,0.2535211267605634,0.1015643754146163,True,True,True,False,True,True,False,False,0.7331617189253082,0.7923144346785417,0.3945487977180163,0.0255579553635709,0.5839432546126672,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.118138941625754
neural,Neural Network (MLP),0.25,validation,baseline_common_threshold,lambda_0_validation,2778,0.6763858891288697,0.7255323049110798,0.2795414462081129,0.7944862155388471,0.6565783942833123,0.4135681669928245,0.3525711678384912,0.1089630580697118,1562,817,82,317,0.118138941625754,0.7880172267575203,0.3905697587576662,-0.5382167395050576,0.8133969325821074,0.0223182145428365,62,0.0223182145428365,722,972.0,0.4591118918727976,0.4427536609982478,0.4421207087085827,629,0.2411548893791844,0.0858725761772853,8,49,0,4,1,0.8430321914228526,0.1271524611048591,0.4714483832470094,0.638142971860038,0.5063544626384974,0.1267605633802816,0.2137731050984926,True,True,True,False,True,True,False,False,0.7331617189253082,0.7923144346785417,0.3945487977180163,0.0255579553635709,0.5839432546126672,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.118138941625754
neural,Neural Network (MLP),0.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.6742260619150467,0.7211423893908795,0.2768959435626102,0.7869674185463659,0.655317360235393,0.4096542726679713,0.3731817296418573,0.1181859870311904,1559,820,85,314,0.118138941625754,0.7826928607774164,0.382551614938805,-0.8008465010762323,0.687579250069572,0.019438444924406,54,0.019438444924406,722,972.0,0.3726629597372509,0.362322411425962,0.3581551040864641,629,0.1780471011411826,0.074792243767313,3,51,0,0,0,0.7435489308201906,0.1575108278590517,0.3604105060750787,0.5260673438509306,0.4025264632602533,0.2394366197183098,0.3618164833765562,False,True,True,False,True,True,False,False,0.7331617189253082,0.7923144346785417,0.3945487977180163,0.0255579553635709,0.5839432546126672,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.118138941625754
neural,Neural Network (MLP),0.75,validation,baseline_common_threshold,lambda_0_validation,2778,0.6681065514758819,0.7196553805699621,0.2735930735930736,0.7919799498746867,0.6473308112652375,0.4066924066924067,0.3904179402475165,0.125799838881117,1540,839,83,316,0.118138941625754,0.7787675367485548,0.368431672485494,-0.9281195474928544,0.6268433799772543,0.0169186465082793,47,0.0169186465082793,722,972.0,0.3216121971878045,0.3150159851617815,0.3071632397003137,629,0.1464882701786526,0.0650969529085872,1,46,0,0,0,0.6899340205797643,0.1666503219363781,0.3146859246371972,0.4724950282110108,0.340662057518959,0.3380281690140845,0.4492406673981846,False,False,False,False,True,True,False,False,0.7331617189253082,0.7923144346785417,0.3945487977180163,0.0255579553635709,0.5839432546126672,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.118138941625754
neural,Neural Network (MLP),1.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.6677465802735781,0.7173592872471215,0.2725694444444444,0.7869674185463659,0.6477511559478772,0.4049000644745326,0.4105137059995221,0.1339081717734825,1541,838,85,314,0.118138941625754,0.7778667981428982,0.3670926965467606,-1.0474683901162989,0.5735444542049791,0.0161987041036717,45,0.0161987041036717,722,972.0,0.2733531407504093,0.2699601014363145,0.2593923134883252,629,0.1202734668371233,0.0623268698060941,1,44,0,0,0,0.5914914806683857,0.178465008470588,0.2631091016410576,0.4175343996948666,0.2831522382895151,0.3661971830985914,0.5318840682015823,False,False,False,False,True,True,False,False,0.7331617189253082,0.7923144346785417,0.3945487977180163,0.0255579553635709,0.5839432546126672,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.118138941625754
neural,Neural Network (MLP),1.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.6648668106551476,0.7156779085165625,0.2706896551724138,0.7869674185463659,0.6443883984867591,0.4028223220012829,0.4398621044428016,0.1446784813119567,1533,846,85,314,0.118138941625754,0.7752088291346273,0.3602058670096831,-1.1609460383338654,0.5107386244887699,0.015478761699064,43,0.015478761699064,722,972.0,0.220490111079449,0.2203738847349719,0.2065857282832523,629,0.0939111563327419,0.0595567867036011,0,43,0,0,0,0.5206535395347712,0.1856674752783221,0.2091999595815485,0.335060022936927,0.2208257727622986,0.3943661971830985,0.6224117509059998,False,False,False,False,True,True,False,False,0.7331617189253082,0.7923144346785417,0.3945487977180163,0.0255579553635709,0.5839432546126672,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.118138941625754
neural,Neural Network (MLP),2.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.656227501799856,0.7137626537971663,0.2663865546218487,0.7944862155388471,0.6330390920554855,0.3989930774071743,0.462579407526327,0.1518083957503826,1506,873,82,317,0.118138941625754,0.7750350023861672,0.362048969951773,-1.2424899978213433,0.4830032988668907,0.0158387329013678,44,0.0158387329013678,722,972.0,0.1890791739057366,0.1905481368681675,0.1751503397182879,629,0.0794765347686073,0.0609418282548476,0,44,0,0,0,0.4575106275804115,0.1835504605793036,0.1745307713445991,0.3162761797507604,0.184836808870236,0.380281690140845,0.676202828935572,False,False,False,False,True,True,False,False,0.7331617189253082,0.7923144346785417,0.3945487977180163,0.0255579553635709,0.5839432546126672,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.118138941625754
