feature,standardized_coefficient,odds_ratio_per_sd
MCH,0.0705407899967745,1.0730883398079296
MCV,0.0695410093763131,1.072016023011843
HBA2,0.0024944230544806075,1.0024975367160596
HBF,-0.03656501335269112,0.9640954127836923
