feature,standardized_coefficient,odds_ratio_per_sd
MCH,0.06518439264861874,1.067355818806361
MCV,0.0630380155719564,1.0650673276053373
HBA2,0.003255558211635569,1.0032608632967124
HBF,-0.037932931189596834,0.9627775110682031
