feature,standardized_coefficient,odds_ratio_per_sd
MCV,0.23442743502871916,1.264184733578413
MCH,0.22277620860595823,1.2495409059422753
HBA2,-0.0030643590201248462,0.996940331335776
HBF,-0.031582292096810856,0.9689112194370505
