feature,standardized_coefficient,odds_ratio_per_sd
MCV,0.29237722474476846,1.3396082557215034
MCH,0.2758844531439373,1.3176955996468507
HBA2,-0.005587004767474432,0.9944285735181736
HBF,-0.07772096079387165,0.925222563896365
