algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR02_pos,soft_violation_LR02
xgboost:single_LR02,0.0,validation,fixed_threshold_0.5,prespecified,2778,0.8639308855291576,0.5941082213731048,0.5695364238410596,0.21553884711779447,0.9726775956284153,0.31272727272727274,0.34098166820689346,0.10336912675655044,2314,65,313,86,0.5,0.7895953629344483,0.4112856354938421,-0.16055807277262055,0.9450566056771348,0.0003599712023038157,1,0.0003599712023038157,130,130.0,0.084804724391213,0.084804724391213,0.084804724391213,130,0.004412611907306636,0.007692307692307693,1,0.084804724391213
xgboost:single_LR02,0.0,test,fixed_threshold_0.5,prespecified,2778,0.8693304535637149,0.5962178460021428,0.6343283582089553,0.21303258145363407,0.9794031105506515,0.31894934333958724,0.32783613300787867,0.09776640131015564,2330,49,314,85,0.5,0.8027730107108881,0.4682172562859919,0.09362643509448579,1.0510456494183482,0.0,0,0.0,108,108.0,0.07587329210991299,0.07587329210991299,0.07587329210991299,108,0.0031145023569462524,0.0,0,0.07587329210991299
xgboost:single_LR02,0.1,validation,fixed_threshold_0.5,prespecified,2778,0.8628509719222462,0.5903488228768643,0.5608108108108109,0.20802005012531327,0.9726775956284153,0.30347349177330896,0.3408261802708808,0.10313904994079055,2314,65,316,83,0.5,0.7890717756981778,0.41617856557371113,-0.16458439269945013,0.9422815553222631,0.0003599712023038157,1,0.0003599712023038157,130,130.0,0.07787256196662963,0.07787256196662963,0.07787256196662963,130,0.0040234305276880345,0.007692307692307693,1,0.07787256196662963
xgboost:single_LR02,0.1,test,fixed_threshold_0.5,prespecified,2778,0.8704103671706264,0.6010202049891438,0.6402877697841727,0.22305764411027568,0.9789827658680118,0.3308550185873606,0.3276660215632498,0.09774323003990952,2329,50,310,89,0.5,0.803427231382365,0.4703701064266925,0.09119370551534357,1.0496318855478113,0.0,0,0.0,108,108.0,0.07109576680778663,0.07109576680778663,0.07109576680778665,108,0.002906673295003906,0.0,0,0.07109576680778665
xgboost:single_LR02,0.25,validation,fixed_threshold_0.5,prespecified,2778,0.8635709143268538,0.590769167559504,0.5684931506849316,0.20802005012531327,0.9735182849936949,0.30458715596330277,0.3405742071293112,0.10313244411310506,2316,63,316,83,0.5,0.78954110791902,0.41346579988082177,-0.15950134959919124,0.9424098340609822,0.0003599712023038157,1,0.0003599712023038157,130,130.0,0.07127687037701828,0.07127687037701828,0.07127687037701827,130,0.0036617794243926603,0.007692307692307693,1,0.07127687037701827
xgboost:single_LR02,0.25,test,fixed_threshold_0.5,prespecified,2778,0.8707703383729302,0.6001874168397032,0.6470588235294118,0.22055137844611528,0.9798234552332913,0.32897196261682243,0.3274300865975051,0.09770645211437098,2331,48,311,88,0.5,0.8039934851841668,0.47095317356170374,0.09395489301665468,1.0484093515683337,0.0,0,0.0,108,108.0,0.06401581267054292,0.06401581267054292,0.06401581267054292,108,0.0026041346195678585,0.0,0,0.06401581267054292
xgboost:single_LR02,0.5,validation,fixed_threshold_0.5,prespecified,2778,0.8617710583153347,0.5886753453621443,0.5503355704697986,0.20551378446115287,0.9718369062631358,0.29927007299270075,0.34082795945323213,0.10319625674502114,2312,67,317,82,0.5,0.7890907386161916,0.41521768691935473,-0.15876810618411927,0.9384307370410805,0.0003599712023038157,1,0.0003599712023038157,130,130.0,0.062268364934163475,0.062268364934163475,0.062268364934163475,130,0.003197389557767971,0.007692307692307693,1,0.062268364934163475
xgboost:single_LR02,0.5,test,fixed_threshold_0.5,prespecified,2778,0.8714902807775378,0.6016507220131033,0.6544117647058824,0.22305764411027568,0.980243799915931,0.33271028037383177,0.32830070455342897,0.09776544908138084,2332,47,310,89,0.5,0.8014224295501258,0.4723505875129356,0.08913477229218365,1.0422098634580261,0.0,0,0.0,108,108.0,0.05603895082135852,0.05603895082135852,0.05603895082135852,108,0.002269739224034775,0.0,0,0.05603895082135852
xgboost:single_LR02,0.75,validation,fixed_threshold_0.5,prespecified,2778,0.8596112311015118,0.5926291137680266,0.5272727272727272,0.21804511278195488,0.9672131147540983,0.30851063829787234,0.34154991633716225,0.10351974156420456,2301,78,312,87,0.5,0.788917438615454,0.4129480308614272,-0.1942687480182954,0.9046315779576707,0.0003599712023038157,1,0.0003599712023038157,130,130.0,0.0522280231890421,0.0522280231890421,0.05222802318904211,130,0.002694046503277998,0.007692307692307693,1,0.05222802318904211
xgboost:single_LR02,0.75,test,fixed_threshold_0.5,prespecified,2778,0.8700503959683226,0.6039389141201048,0.6301369863013698,0.23057644110275688,0.9773013871374527,0.3376146788990826,0.32933696967272585,0.09785305755519397,2325,54,307,92,0.5,0.7985300578052952,0.4710188504048495,0.041940161415547975,0.9993400990662573,0.0,0,0.0,108,108.0,0.04630020149859013,0.04630020149859013,0.046300201498590134,108,0.0018665949775888812,0.0,0,0.046300201498590134
