algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR02_pos,soft_violation_LR02
xgboost:single_LR02,0.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7688984881209503,0.7315704140553149,0.3452229299363057,0.6791979949874687,0.783942833123161,0.4577702702702703,0.34098166820689346,0.10336912675655044,1865,514,128,271,0.176466839134463,0.7895953629344483,0.4112856354938421,-0.16055807277262055,0.9450566056771348,0.0028797696184305254,8,0.0028797696184305254,130,130.0,0.084804724391213,0.084804724391213,0.084804724391213,130,0.004412611907306636,0.06153846153846154,8,0.084804724391213
xgboost:single_LR02,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.7915766738660908,0.7281239037063023,0.3695652173913043,0.6390977443609023,0.8171500630517023,0.46831955922865015,0.32783613300787867,0.09776640131015564,1944,435,144,255,0.176466839134463,0.8027730107108881,0.4682172562859919,0.09362643509448579,1.0510456494183482,0.0017998560115190785,5,0.0017998560115190785,108,108.0,0.07587329210991299,0.07587329210991299,0.07587329210991299,108,0.0031145023569462524,0.046296296296296294,5,0.07587329210991299
xgboost:single_LR02,0.1,validation,baseline_common_threshold,lambda_0_validation,2778,0.769618430525558,0.7340766797194753,0.3468869123252859,0.6842105263157895,0.783942833123161,0.46037099494097805,0.3408261802708808,0.10313904994079055,1865,514,126,273,0.176466839134463,0.7890717756981778,0.41617856557371113,-0.16458439269945013,0.9422815553222631,0.0028797696184305254,8,0.0028797696184305254,130,130.0,0.07787256196662963,0.07787256196662963,0.07787256196662963,130,0.0040234305276880345,0.06153846153846154,8,0.07787256196662963
xgboost:single_LR02,0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.7901367890568755,0.7272832143410228,0.36743515850144093,0.6390977443609023,0.8154686843211434,0.46660567246111617,0.3276660215632498,0.09774323003990952,1940,439,144,255,0.176466839134463,0.803427231382365,0.4703701064266925,0.09119370551534357,1.0496318855478113,0.0014398848092152627,4,0.0014398848092152627,108,108.0,0.07109576680778663,0.07109576680778663,0.07109576680778665,108,0.002906673295003906,0.037037037037037035,4,0.07109576680778665
xgboost:single_LR02,0.25,validation,baseline_common_threshold,lambda_0_validation,2778,0.7688984881209503,0.7273985720922735,0.3436293436293436,0.6691729323308271,0.78562421185372,0.45408163265306123,0.3405742071293112,0.10313244411310506,1869,510,132,267,0.176466839134463,0.78954110791902,0.41346579988082177,-0.15950134959919124,0.9424098340609822,0.0025197984161267097,7,0.0025197984161267097,130,130.0,0.07127687037701828,0.07127687037701828,0.07127687037701827,130,0.0036617794243926603,0.05384615384615385,7,0.07127687037701827
xgboost:single_LR02,0.25,test,baseline_common_threshold,lambda_0_validation,2778,0.7915766738660908,0.7270809432155421,0.3691860465116279,0.6365914786967418,0.8175704077343422,0.46734130634774607,0.3274300865975051,0.09770645211437098,1945,434,145,254,0.176466839134463,0.8039934851841668,0.47095317356170374,0.09395489301665468,1.0484093515683337,0.0010799136069114472,3,0.0010799136069114472,108,108.0,0.06401581267054292,0.06401581267054292,0.06401581267054292,108,0.0026041346195678585,0.027777777777777776,3,0.06401581267054292
xgboost:single_LR02,0.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.7681785457163427,0.7248923064281132,0.3419354838709677,0.6641604010025063,0.78562421185372,0.4514480408858603,0.34082795945323213,0.10319625674502114,1869,510,134,265,0.176466839134463,0.7890907386161916,0.41521768691935473,-0.15876810618411927,0.9384307370410805,0.0017998560115190785,5,0.0017998560115190785,130,130.0,0.062268364934163475,0.062268364934163475,0.062268364934163475,130,0.003197389557767971,0.038461538461538464,5,0.062268364934163475
xgboost:single_LR02,0.5,test,baseline_common_threshold,lambda_0_validation,2778,0.7926565874730022,0.7266684997487414,0.37042459736456806,0.6340852130325815,0.8192517864649013,0.4676524953789279,0.32830070455342897,0.09776544908138084,1949,430,146,253,0.176466839134463,0.8014224295501258,0.4723505875129356,0.08913477229218365,1.0422098634580261,0.0003599712023038157,1,0.0003599712023038157,108,108.0,0.05603895082135852,0.05603895082135852,0.05603895082135852,108,0.002269739224034775,0.009259259259259259,1,0.05603895082135852
xgboost:single_LR02,0.75,validation,baseline_common_threshold,lambda_0_validation,2778,0.7670986321094313,0.7211329079318725,0.3393782383419689,0.656641604010025,0.78562421185372,0.4474807856532878,0.34154991633716225,0.10351974156420456,1869,510,137,262,0.176466839134463,0.788917438615454,0.4129480308614272,-0.1942687480182954,0.9046315779576707,0.0014398848092152627,4,0.0014398848092152627,130,130.0,0.0522280231890421,0.0522280231890421,0.05222802318904211,130,0.002694046503277998,0.03076923076923077,4,0.05222802318904211
xgboost:single_LR02,0.75,test,baseline_common_threshold,lambda_0_validation,2778,0.7962562994960403,0.7266843021804195,0.375186846038864,0.6290726817042607,0.8242959226565784,0.4700374531835206,0.32933696967272585,0.09785305755519397,1961,418,148,251,0.176466839134463,0.7985300578052952,0.4710188504048495,0.041940161415547975,0.9993400990662573,0.0003599712023038157,1,0.0003599712023038157,108,108.0,0.04630020149859013,0.04630020149859013,0.046300201498590134,108,0.0018665949775888812,0.009259259259259259,1,0.046300201498590134
