algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05
Logistic Regression,0.0,validation,baseline_common_threshold,lambda_0_validation,2222,0.6971197119711972,0.7435899759001214,0.296551724137931,0.8087774294670846,0.6784025223331581,0.4339781328847771,0.39358070620114705,0.11832496606924128,1291,612,61,258,0.14462578274348167,0.785450130712602,0.3820176413572971,9.639406391381126,6.55590934823884,0.019801980198019802,44,0.019801980198019802,524,712.5,0.7386516618880369,0.7075487408872183,0.7176080857857944,457,0.49559980719298535,0.08396946564885496,1,31,0,10,2,0.8190170093857981,0.1403379562124202,0.7930519717683184,0.8975639510765034,0.8251128322033098
Logistic Regression,0.0,test,baseline_common_threshold,lambda_0_validation,2777,0.6708678429960389,0.6993629995931798,0.2669683257918552,0.7393483709273183,0.6593776282590412,0.39228723404255317,0.3973652737677386,0.11934813943617231,1568,810,104,295,0.14462578274348167,0.7431920845005701,0.32558599025179674,7.904127289103504,5.538362160861633,0.02124594886568239,60,0.021606049693914296,670,905.0,0.7457567977729506,0.7176592795216923,0.7256498328493379,588,0.5114724378200652,0.08955223880597014,9,30,0,18,3,0.8576379118327271,0.13717013565186434,0.804202872012771,0.8948610855863117,0.8258646157658994
