algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05
lightgbm:leave_out_LR02,0.0,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7534197264218863,0.7319196477954028,0.3309692671394799,0.7017543859649122,0.7620849096258933,0.4497991967871486,0.3409690727392309,0.1033494132771442,1813,566,119,280,0.1620460991482594,0.7898776997137652,0.40453878836719104,-0.1398448685489366,0.9606272594483047,0.03959683225341973,112,0.040316774658027354,592,842.0,0.647153211496643,0.64794923876459,0.6528995736489787,537,0.3627039758592705,0.1891891891891892,9,6,6,91,0.8638260760203477,0.6308009009096434,0.6544595726203124,0.6452682189261444
lightgbm:leave_out_LR02,0.0,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.775377969762419,0.7186661483469077,0.3469387755102041,0.6390977443609023,0.798234552332913,0.4497354497354497,0.329078278187055,0.097942081247911,1899,480,144,255,0.1620460991482594,0.7996451827340524,0.4719453791349321,0.09175927554321596,1.0539845533676393,0.04643628509719223,135,0.04859611231101512,531,756.5,0.6575042505886629,0.6587388033315955,0.6636925745162363,487,0.34228121460715744,0.2542372881355932,5,12,7,111,0.7997263470945637,0.6427075558106076,0.725875460489381,0.654597166302644
lightgbm:leave_out_LR02,0.1,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7491000719942404,0.7304405401903244,0.3267441860465116,0.7042606516290727,0.7566204287515763,0.44638602065131056,0.34565110281679134,0.1053157145206799,1800,579,118,281,0.18329226816277877,0.787585293624983,0.40289396057992116,-0.38468032768729626,0.8767619175100904,0.013678905687544997,38,0.013678905687544997,592,842.0,0.5634897552487557,0.5643006386638334,0.5716771817388279,537,0.27783544739124,0.06418918918918919,9,3,6,20,0.816495252322436,0.5338566078017123,0.604346835840253,0.5615695833218516
lightgbm:leave_out_LR02,0.1,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7652987760979122,0.7252968486790747,0.3392630241423126,0.6691729323308271,0.7814207650273224,0.4502529510961214,0.32928555695227985,0.09821638159568911,1859,520,132,267,0.18329226816277877,0.8023721556939848,0.4683779784489993,-0.15661184411355492,0.9789650176115955,0.014398848092152628,40,0.014398848092152628,531,756.5,0.5756363444710593,0.5764476812512712,0.5839291978879143,487,0.26132043242372166,0.07532956685499058,5,6,6,23,0.6964131420942522,0.546012335020737,0.659610870608539,0.5737258352458152
lightgbm:leave_out_LR02,0.25,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7296616270698344,0.7232630757220921,0.3091106290672451,0.7142857142857143,0.73224043715847,0.4314912944738834,0.3581350412717035,0.11094213290333116,1742,637,114,285,0.17538092978960632,0.7829941604747472,0.3938401856576761,-0.6245300839859661,0.78274996714463,0.004319654427645789,12,0.004319654427645789,592,842.0,0.47179206744248114,0.47257821548047774,0.481675775070515,537,0.20699206511374818,0.02027027027027027,7,1,4,0,0.7391338143140973,0.4317145860586357,0.5451622988576748,0.46993046888850537
lightgbm:leave_out_LR02,0.25,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.750179985601152,0.7321140177050445,0.32828870779976715,0.706766917293233,0.7574611181168558,0.4483306836248013,0.3369596441701569,0.10169146096074799,1802,577,117,282,0.17538092978960632,0.8003083581168137,0.4504798115136664,-0.422580332027932,0.8836375200204644,0.003599712023038157,10,0.003599712023038157,531,756.5,0.48256394541292713,0.48338579699684275,0.49243619567248637,487,0.19317518411079704,0.018832391713747645,4,4,2,0,0.6034839127352123,0.4449512398523132,0.5887880445469303,0.48062867627297495
lightgbm:leave_out_LR02,0.5,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7271418286537077,0.7197059483513324,0.30594594594594593,0.7092731829573935,0.7301387137452712,0.42749244712990936,0.38082096575185503,0.12115695757702621,1737,642,116,283,0.18043795812248295,0.7775676054364578,0.3793666713493021,-0.8632728267412705,0.676573946141773,0.0,0,0.0,592,842.0,0.37153626627159003,0.3726816936496846,0.38237981977359975,537,0.14734580851833326,0.0,0,0,0,0,0.6556237226249203,0.3323220528335515,0.47136660563958627,0.36882389424026196
lightgbm:leave_out_LR02,0.5,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.748020158387329,0.7308529836571251,0.3260115606936416,0.706766917293233,0.7549390500210172,0.4462025316455696,0.3531672646069227,0.10939612794792199,1796,583,117,282,0.18043795812248295,0.7973027356116226,0.43738166980582877,-0.6884515725127853,0.7711066557080766,0.0003599712023038157,1,0.0003599712023038157,531,756.5,0.3813947065119588,0.38279431663183805,0.39178474251894263,487,0.13725395867343934,0.0018832391713747645,0,1,0,0,0.5332605112598141,0.3492282118552921,0.5051532381424346,0.3780989505312233
lightgbm:leave_out_LR02,0.75,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7008639308855291,0.7200077747963857,0.2898832684824903,0.7468671679197995,0.6931483816729719,0.4176594253679047,0.4002976777493034,0.12976584876738628,1649,730,101,298,0.15590793258334087,0.775408466521495,0.38771950030527413,-0.9999848209363149,0.6246210063643137,0.0,0,0.0,592,842.0,0.309870178201319,0.31180850829249995,0.3199150879582586,537,0.1165106778063011,0.0,0,0,0,0,0.6051237219390206,0.2866924566160787,0.4248311705645474,0.3052802125454026
lightgbm:leave_out_LR02,0.75,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7195824334053276,0.7319796970357799,0.3057259713701431,0.7493734335839599,0.7145859604875998,0.43427741466957154,0.3691722415030766,0.11656404776937525,1700,679,100,299,0.15590793258334087,0.7944651456299427,0.43423139924011445,-0.8488853614959948,0.712482274695561,0.0,0,0.0,531,756.5,0.31763676855138273,0.31988591388807475,0.32739346258344815,487,0.1079256037311245,0.0,0,0,0,0,0.4789633878343468,0.3000213755138193,0.4685845250480417,0.3123405549204139
