feature,standardized_coefficient,odds_ratio_per_sd
MCV,0.1355067807783166,1.1451169605923666
MCH,0.13146656681501387,1.1404997765449456
HBA2,-0.0007373173539891284,0.999262954397658
HBF,-0.032756776759793244,0.9677739160734433
