feature,standardized_coefficient,odds_ratio_per_sd
MCV,0.29079660051602063,1.3374925109946612
MCH,0.2744460087926675,1.315801530438011
HBA2,6.629878437855948e-05,1.0000663009821915
HBF,-0.07941322647957612,0.9236581655619925
