algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR05
lightgbm:leave_out_LR04,0.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7534197264218863,0.7319196477954028,0.3309692671394799,0.7017543859649122,0.7620849096258933,0.4497991967871486,0.3409690727392309,0.1033494132771442,1813,566,119,280,0.1620460991482594,0.7898776997137652,0.40453878836719104,-0.1398448685489366,0.9606272594483047,0.040676745860331175,115,0.04139668826493881,707,957.0,0.570372126615984,0.5438883598867901,0.5459394676699707,616,0.3585846889769701,0.16265912305516267,9,9,6,91,0.8638260760203477,0.08276934369713913,0.6308009009096434,0.6452682189261444
lightgbm:leave_out_LR04,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.775377969762419,0.7186661483469077,0.3469387755102041,0.6390977443609023,0.798234552332913,0.4497354497354497,0.329078278187055,0.097942081247911,1899,480,144,255,0.1620460991482594,0.7996451827340524,0.4719453791349321,0.09175927554321596,1.0539845533676393,0.04643628509719223,135,0.04859611231101512,620,845.5,0.5821105493267126,0.5557464652491763,0.5587915788724356,548,0.3345712376988695,0.21774193548387097,5,7,12,111,0.7997263470945637,0.0792975706917617,0.6427075558106076,0.654597166302644
lightgbm:leave_out_LR04,0.1,validation,baseline_common_threshold,lambda_0_validation,2778,0.7231821454283658,0.7226088550506151,0.3044397463002114,0.7218045112781954,0.7234131988230349,0.42825278810408923,0.34509149970646014,0.105084744331844,1721,658,111,288,0.1620460991482594,0.7882906088255528,0.40764436969833223,-0.3489944289438475,0.9111397761648209,0.017278617710583154,48,0.017278617710583154,707,957.0,0.5052183866457894,0.48366709357812104,0.485098423144798,616,0.27928450104799674,0.06789250353606789,9,31,1,7,0.8374875154284652,0.11127769203024339,0.5332038000834698,0.5661654434411557
lightgbm:leave_out_LR04,0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.7411807055435565,0.7237308276997665,0.31776765375854216,0.6992481203007519,0.748213535098781,0.43696162881754114,0.3290613750133478,0.09799881649233101,1780,599,120,279,0.1620460991482594,0.8027424593429769,0.47482735246679625,-0.11068638857192857,1.0253400757947444,0.014398848092152628,40,0.014398848092152628,620,845.5,0.5174493941392645,0.4958107777109905,0.4979153838433636,548,0.25795391895223296,0.06451612903225806,5,27,4,4,0.7292223794914148,0.10861873625326203,0.5525112498564647,0.5769435945185543
lightgbm:leave_out_LR04,0.25,validation,baseline_common_threshold,lambda_0_validation,2778,0.7156227501799856,0.7181952358828976,0.29782833505687695,0.7218045112781954,0.7145859604875998,0.4216691068814056,0.3576003460257091,0.11069565173038418,1700,679,111,288,0.1620460991482594,0.782531675974299,0.39590800761980666,-0.612270989993784,0.782756457186308,0.015478761699064075,43,0.015478761699064075,707,957.0,0.4287880211217572,0.412409059292025,0.41159196001667786,616,0.2127752636638041,0.06082036775106082,6,36,1,0,0.7526308157163303,0.12960808224696915,0.4377477676720624,0.4751077251762398
lightgbm:leave_out_LR04,0.25,test,baseline_common_threshold,lambda_0_validation,2778,0.7375809935205183,0.7278868672311296,0.31666666666666665,0.7142857142857143,0.7414880201765448,0.4387990762124711,0.33705382725734145,0.10147474226236362,1764,615,114,285,0.1620460991482594,0.7981386842473985,0.4509525839416566,-0.4055152519959134,0.8832667420484043,0.01259899208063355,35,0.01259899208063355,620,845.5,0.43977884031519937,0.4229080433889073,0.4231403724830511,548,0.1957752738216504,0.056451612903225805,4,27,4,0,0.6316228144784997,0.12441130559502699,0.4547116192415244,0.4861641799795053
lightgbm:leave_out_LR04,0.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.7123830093592513,0.7225614477555806,0.2975708502024291,0.7368421052631579,0.7082807902480034,0.4239365537130497,0.3776503905807592,0.11990890417727104,1685,694,105,294,0.1620460991482594,0.779013527935012,0.38331347613934386,-0.8370657135288879,0.6855682007355588,0.014038876889848811,39,0.014038876889848811,707,957.0,0.34882904013395855,0.3386248247129399,0.3338817172300589,616,0.158106957944463,0.055162659123055166,2,37,0,0,0.688232978759125,0.1531836570568853,0.34969745781823686,0.3776865613445989
lightgbm:leave_out_LR04,0.5,test,baseline_common_threshold,lambda_0_validation,2778,0.7307415406767459,0.731194316181374,0.3129689174705252,0.731829573934837,0.7305590584279109,0.43843843843843844,0.3513616620674426,0.10839135065341922,1738,641,107,292,0.1620460991482594,0.7964920708665316,0.4368978830862423,-0.664226186221178,0.7785593236191686,0.01079913606911447,30,0.01079913606911447,620,845.5,0.35482042232192046,0.3440844719481942,0.34060917254290946,548,0.14289941508159404,0.04838709677419355,1,28,1,0,0.5542263139994762,0.14762701601146258,0.36293730996158696,0.38433833465766465
lightgbm:leave_out_LR04,0.75,validation,baseline_common_threshold,lambda_0_validation,2778,0.7145428365730742,0.7217365608219792,0.2985685071574642,0.731829573934837,0.7116435477091215,0.4241103848946986,0.39716152602596067,0.12822105046166446,1693,686,107,292,0.1620460991482594,0.7749902288297456,0.3806461597815663,-0.9743238303374457,0.61073298756857,0.01331893448524118,37,0.01331893448524118,707,957.0,0.29358110306835467,0.28673306914634383,0.27923128648542994,616,0.1270378734775331,0.05233380480905234,0,37,0,0,0.612154640339572,0.15912471656913588,0.2852529422551711,0.3129473429998016
lightgbm:leave_out_LR04,0.75,test,baseline_common_threshold,lambda_0_validation,2778,0.7332613390928726,0.7326655225706131,0.31533477321814257,0.731829573934837,0.7335014712063892,0.44075471698113206,0.3665885767355276,0.115031580891406,1745,634,107,292,0.1620460991482594,0.7936818717664275,0.4305350892643516,-0.8214297408410737,0.6933011737136345,0.010439164866810655,29,0.010439164866810655,620,845.5,0.2985249258124857,0.2911613340088504,0.284986351670613,548,0.11445849478526694,0.0467741935483871,0,29,0,0,0.4857180342471118,0.15306655293651797,0.3012953656457511,0.3187707214588445
