algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05,violation_reduction_fraction,soft_violation_reduction_fraction,passes_balanced_accuracy,passes_auc,passes_average_precision,passes_violation_reduction,passes_soft_violation_reduction,is_penalized,eligible,selected,best_validation_balanced_accuracy,baseline_validation_roc_auc,baseline_validation_average_precision,baseline_validation_patient_violation_rate,baseline_validation_soft_rule_violation,balanced_accuracy_tolerance,auc_tolerance,average_precision_tolerance,minimum_violation_reduction,minimum_soft_violation_reduction,selection_reason,selection_evaluation_mode,baseline_common_threshold
XGBoost,0.0,validation,baseline_common_threshold,lambda_0_validation,2222,0.7434743474347435,0.7445594071067462,0.32737276478679506,0.7460815047021944,0.743037309511298,0.45506692160611856,0.3321494313119546,0.1005030964281433,1414,489,81,238,0.12917397888148283,0.8040439365660885,0.4258075038129716,0.006000291784162203,1.0000816586866637,0.039603960396039604,90,0.0405040504050405,562,757.0,0.5830163499283127,0.557856910976334,0.5595680643061817,501,0.3807503800049783,0.1601423487544484,11,14,6,4,55,0.8944812188580237,0.08333715262214321,0.6795334730777636,0.7510678619160134,0.6555271432155536,0.0,0.0,True,True,True,False,True,False,False,True,0.7445594071067462,0.8040439365660885,0.4258075038129716,0.039603960396039604,0.5830163499283127,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.12917397888148283
XGBoost,0.1,validation,baseline_common_threshold,lambda_0_validation,2222,0.7047704770477048,0.7297914363890047,0.2957575757575758,0.7648902821316614,0.6946925906463479,0.42657342657342656,0.3346310716555936,0.10127872743306209,1322,581,75,244,0.12917397888148283,0.80325406016239,0.419670850795066,-0.23040308631337628,0.9509389946561304,0.018901890189018902,42,0.018901890189018902,562,757.0,0.5168993421396401,0.49725075052335416,0.4984540212208621,501,0.291964395220234,0.07473309608540925,5,33,1,3,0,0.8470963566586489,0.11688361078453506,0.568061686112407,0.7179069171479552,0.573527590797859,0.5227272727272727,0.11340506625037597,False,True,True,True,True,True,False,False,0.7445594071067462,0.8040439365660885,0.4258075038129716,0.039603960396039604,0.5830163499283127,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.12917397888148283
XGBoost,0.25,validation,baseline_common_threshold,lambda_0_validation,2222,0.7047704770477048,0.7271821262253791,0.29476248477466505,0.7586206896551724,0.6957435627955859,0.4245614035087719,0.3444299609232155,0.10550183622366276,1324,579,77,242,0.12917397888148283,0.798082387650583,0.41430850160481075,-0.5094301081730145,0.8271408200195043,0.0153015301530153,34,0.0153015301530153,562,757.0,0.4406265786843533,0.426510521467023,0.42522994967872396,501,0.22242620918953163,0.060498220640569395,2,30,0,2,0,0.7867708371657409,0.13088834965338686,0.4739076949375119,0.6695254866612343,0.4813097794850695,0.6136363636363636,0.24422946502523918,False,True,True,True,True,True,False,False,0.7445594071067462,0.8040439365660885,0.4258075038129716,0.039603960396039604,0.5830163499283127,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.12917397888148283
XGBoost,0.5,validation,baseline_common_threshold,lambda_0_validation,2222,0.7020702070207021,0.7269103230833348,0.293124246079614,0.7617554858934169,0.6920651602732527,0.42334494773519166,0.36089367832379043,0.1130013711283416,1317,586,76,243,0.12917397888148283,0.796510047656151,0.40906146297713797,-0.7509778511147929,0.7269467967495927,0.0144014401440144,32,0.0144014401440144,562,757.0,0.35945781224507845,0.3514877644470699,0.34657623165763496,501,0.16482519975471074,0.05693950177935943,0,31,0,1,0,0.6997253595095351,0.1505930608658084,0.3802616817770227,0.6135384614877785,0.3824278987193389,0.6363636363636365,0.3834515750900003,False,True,True,True,True,True,False,False,0.7445594071067462,0.8040439365660885,0.4258075038129716,0.039603960396039604,0.5830163499283127,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.12917397888148283
XGBoost,0.75,validation,baseline_common_threshold,lambda_0_validation,2222,0.7047704770477048,0.7297914363890047,0.2957575757575758,0.7648902821316614,0.6946925906463479,0.42657342657342656,0.3773126640973625,0.12025947078405227,1322,581,75,244,0.12917397888148283,0.7939056793678353,0.40388159709949434,-0.8938514885531952,0.6601820362368276,0.013501350135013501,30,0.013501350135013501,562,757.0,0.3055450994345201,0.3009609267042827,0.2935965181546355,501,0.1332288567969716,0.05338078291814947,0,30,0,0,0,0.625082209432343,0.16027816148906818,0.3148907062211375,0.5417235324964509,0.31875692032884523,0.6590909090909091,0.4759236177989011,False,False,False,True,True,True,False,False,0.7445594071067462,0.8040439365660885,0.4258075038129716,0.039603960396039604,0.5830163499283127,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.12917397888148283
XGBoost,1.0,validation,baseline_common_threshold,lambda_0_validation,2222,0.6998199819981998,0.7255966078967873,0.29136690647482016,0.7617554858934169,0.6894377299001576,0.4215091066782307,0.39163247798728273,0.12645854192495473,1312,591,76,243,0.12917397888148283,0.7949270002652139,0.39343565742532177,-0.990590764640981,0.6217079149289609,0.013501350135013501,30,0.013501350135013501,562,757.0,0.26850753183083687,0.2663615174290041,0.2570739939980264,501,0.11379719576484489,0.05338078291814947,0,30,0,0,0,0.5777378482740535,0.16657161907992016,0.27022243412301233,0.5045086579778624,0.2746924553889396,0.6590909090909091,0.5394511116817695,False,True,False,True,True,True,False,False,0.7445594071067462,0.8040439365660885,0.4258075038129716,0.039603960396039604,0.5830163499283127,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.12917397888148283
XGBoost,1.5,validation,baseline_common_threshold,lambda_0_validation,2222,0.6953195319531953,0.7203598673600666,0.2869047619047619,0.7554858934169278,0.6852338413032054,0.4158757549611734,0.4187748085554695,0.13624221061633537,1304,599,78,241,0.12917397888148283,0.7906868712493226,0.39642401783331893,-1.1111410838079034,0.5491400334909958,0.012601260126012601,28,0.012601260126012601,562,757.0,0.2173615888816981,0.2177343681673942,0.20550196257865266,501,0.08955416459216411,0.0498220640569395,0,28,0,0,0,0.4898715460622726,0.16682831012529803,0.20584995942681206,0.4413871222094873,0.21628721986343552,0.6818181818181819,0.6271775415759357,False,False,False,True,True,True,False,False,0.7445594071067462,0.8040439365660885,0.4258075038129716,0.039603960396039604,0.5830163499283127,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.12917397888148283
XGBoost,2.0,validation,baseline_common_threshold,lambda_0_validation,2222,0.6948694869486949,0.7187924692409444,0.2860548271752086,0.7523510971786834,0.6852338413032054,0.41450777202072536,0.43928284101383924,0.14293609954605718,1304,599,79,240,0.12917397888148283,0.790187741843023,0.3916426456695154,-1.1918902167103567,0.5186471050083827,0.012601260126012601,28,0.012601260126012601,562,757.0,0.18797187113699107,0.19024931197905842,0.1761664781939972,501,0.07640567422075711,0.0498220640569395,0,28,0,0,0,0.4495346757987846,0.17123013663988745,0.17800879582681123,0.39278471497251116,0.18140816983831493,0.6818181818181819,0.6775873075255883,False,False,False,True,True,True,False,False,0.7445594071067462,0.8040439365660885,0.4258075038129716,0.039603960396039604,0.5830163499283127,0.01,0.01,0.02,0.4,0.0,No penalized lambda satisfied all validation constraints; the unpenalized baseline was retained.,baseline_common_threshold,0.12917397888148283
