restart,seed,epoch,train_combined_loss,validation_combined_loss,validation_data_loss,validation_rule_loss
0.0,42.0,1.0,0.7499410791738225,0.6112710237503052,0.4416612982749939,0.16960974037647247
0.0,42.0,2.0,0.6008264739614133,0.5914679765701294,0.429349422454834,0.16211853921413422
0.0,42.0,3.0,0.5882015134117466,0.5840602517127991,0.4221785366535187,0.1618817299604416
0.0,42.0,4.0,0.5834468836158195,0.578426718711853,0.4186284840106964,0.15979820489883423
0.0,42.0,5.0,0.5765181068626576,0.5753570795059204,0.4162343740463257,0.15912267565727234
0.0,42.0,6.0,0.5686229780743838,0.5705651044845581,0.41438913345336914,0.15617597103118896
0.0,42.0,7.0,0.5663052762975613,0.566704273223877,0.42324724793434143,0.1434570550918579
0.0,42.0,8.0,0.5604673195426854,0.5636062622070312,0.42515572905540466,0.1384505033493042
0.0,42.0,9.0,0.5543851388801462,0.5608114004135132,0.4230246841907501,0.13778673112392426
0.0,42.0,10.0,0.5509758947448218,0.557403564453125,0.4242156445980072,0.1331878900527954
0.0,42.0,11.0,0.5521957290986765,0.5559479594230652,0.41913312673568726,0.13681483268737793
0.0,42.0,12.0,0.547184893834807,0.552699863910675,0.408568412065506,0.14413145184516907
0.0,42.0,13.0,0.5451901666135894,0.55084228515625,0.4208289086818695,0.1300133466720581
0.0,42.0,14.0,0.5418326365405408,0.54945969581604,0.41747546195983887,0.13198420405387878
0.0,42.0,15.0,0.5447265197929966,0.5483737587928772,0.4112989902496338,0.1370747834444046
0.0,42.0,16.0,0.5420396382203981,0.5468823313713074,0.4119257926940918,0.13495652377605438
0.0,42.0,17.0,0.5383138617588082,0.5465148687362671,0.4172852337360382,0.1292296200990677
0.0,42.0,18.0,0.5403126429758814,0.5460069179534912,0.4183306097984314,0.127676323056221
0.0,42.0,19.0,0.5384215221529804,0.5457693338394165,0.4059596359729767,0.13980968296527863
0.0,42.0,20.0,0.5393268791742934,0.5466082692146301,0.40350672602653503,0.1431015431880951
0.0,42.0,21.0,0.5366134413535563,0.5442169904708862,0.4118482172489166,0.132368803024292
0.0,42.0,22.0,0.5356543744229967,0.5439313650131226,0.4119082987308502,0.13202305138111115
0.0,42.0,23.0,0.5372242978482799,0.5443826913833618,0.40338441729545593,0.14099830389022827
0.0,42.0,24.0,0.5369270642097651,0.5440045595169067,0.4022214710712433,0.14178310334682465
0.0,42.0,25.0,0.5362708055590999,0.5434485673904419,0.4051865339279175,0.1382620483636856
0.0,42.0,26.0,0.5346735414283471,0.5425596237182617,0.41030871868133545,0.13225087523460388
0.0,42.0,27.0,0.5344958500070255,0.5419365167617798,0.4090229570865631,0.13291357457637787
0.0,42.0,28.0,0.5334591492500759,0.542214035987854,0.40958717465400696,0.13262686133384705
0.0,42.0,29.0,0.5336353188122811,0.541571855545044,0.40676262974739075,0.13480925559997559
0.0,42.0,30.0,0.5339833694465335,0.5418994426727295,0.40414658188819885,0.13775287568569183
0.0,42.0,31.0,0.532571096850134,0.5411960482597351,0.4065190255641937,0.13467702269554138
0.0,42.0,32.0,0.5338857279878721,0.5409900546073914,0.4143846929073334,0.12660537660121918
0.0,42.0,33.0,0.5317865756791174,0.5418198704719543,0.4187569320201874,0.12306294590234756
0.0,42.0,34.0,0.5304542835728059,0.5432031750679016,0.39612066745758057,0.14708252251148224
0.0,42.0,35.0,0.5338060536271254,0.5401827096939087,0.41094544529914856,0.12923723459243774
