restart,seed,epoch,train_combined_loss,validation_combined_loss,validation_data_loss,validation_rule_loss
0.0,42.0,1.0,0.6480818335613044,0.5139288902282715,0.4037918150424957,0.2202741801738739
0.0,42.0,2.0,0.5055880856147663,0.49889007210731506,0.39430683851242065,0.20916645228862762
0.0,42.0,3.0,0.4973102474381494,0.4934799075126648,0.38703683018684387,0.21288618445396423
0.0,42.0,4.0,0.49486291663956633,0.4900280237197876,0.3856317102909088,0.20879259705543518
0.0,42.0,5.0,0.4906259427950915,0.4886574447154999,0.3858400583267212,0.20563477277755737
0.0,42.0,6.0,0.48560163929974415,0.4863666296005249,0.3842008113861084,0.2043316662311554
0.0,42.0,7.0,0.4850522147737736,0.4849030673503876,0.3897567391395569,0.19029265642166138
0.0,42.0,8.0,0.4802669052344498,0.4824642837047577,0.3874005377292633,0.19012747704982758
0.0,42.0,9.0,0.4761338709368309,0.4806778132915497,0.3858875334262848,0.18958055973052979
0.0,42.0,10.0,0.4738992480452701,0.47802042961120605,0.38778263330459595,0.18047559261322021
0.0,42.0,11.0,0.4742951451759066,0.47664162516593933,0.38427698612213135,0.18472929298877716
0.0,42.0,12.0,0.47120004417286415,0.4735226035118103,0.37819281220436096,0.19065959751605988
0.0,42.0,13.0,0.4690092528099602,0.47314804792404175,0.3848690688610077,0.17655795812606812
0.0,42.0,14.0,0.46666993430261494,0.4719950556755066,0.3828577697277069,0.17827460169792175
0.0,42.0,15.0,0.46752123420385305,0.47049129009246826,0.37767553329467773,0.18563154339790344
0.0,42.0,16.0,0.463402873484431,0.46913668513298035,0.3765653073787689,0.18514274060726166
0.0,42.0,17.0,0.46226432297770936,0.4694303572177887,0.3817930519580841,0.17527462542057037
0.0,42.0,18.0,0.4653127774830526,0.4688226580619812,0.3809559643268585,0.17573340237140656
0.0,42.0,19.0,0.4625461050698829,0.4680749177932739,0.3733908534049988,0.1893680989742279
0.0,42.0,20.0,0.4637195982934189,0.46829044818878174,0.3702893555164337,0.19600221514701843
0.0,42.0,21.0,0.4628949388494985,0.46728599071502686,0.37752005457878113,0.17953188717365265
0.0,42.0,22.0,0.460424720765219,0.4670749306678772,0.37507012486457825,0.1840096414089203
0.0,42.0,23.0,0.46148461191127416,0.46681296825408936,0.37169501185417175,0.1902359277009964
0.0,42.0,24.0,0.4613281061005126,0.4671863317489624,0.3693401515483856,0.19569236040115356
0.0,42.0,25.0,0.46130558037411595,0.46653977036476135,0.37173542380332947,0.18960867822170258
0.0,42.0,26.0,0.45993057397208625,0.4664742648601532,0.376720666885376,0.17950721085071564
0.0,42.0,27.0,0.4606153204788496,0.4657604694366455,0.3741985559463501,0.18312384188175201
0.0,42.0,28.0,0.4602301777832907,0.4662603735923767,0.3750789165496826,0.1823628842830658
0.0,42.0,29.0,0.4593745257556546,0.466012179851532,0.374381959438324,0.18326042592525482
0.0,42.0,30.0,0.46164661576490046,0.4656899571418762,0.37107399106025696,0.18923194706439972
0.0,42.0,31.0,0.45872934980561875,0.46593061089515686,0.3724729120731354,0.18691539764404297
0.0,42.0,32.0,0.4605692420282251,0.4655016362667084,0.375361829996109,0.18027961254119873
0.0,42.0,33.0,0.45848180899355623,0.4660109579563141,0.38017991185188293,0.1716621071100235
0.0,42.0,34.0,0.4591748234376002,0.46670830249786377,0.3672490119934082,0.19891858100891113
0.0,42.0,35.0,0.460242773347965,0.46530821919441223,0.3772449791431427,0.17612649500370026
