algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05
LightGBM,0.1,validation,baseline_common_threshold,lambda_0_validation,2222,0.738973897389739,0.7132295649337705,0.3116883116883117,0.677115987460815,0.7493431424067262,0.4268774703557312,0.3404844554038441,0.10273449122158916,1426,477,103,216,0.16222984293197737,0.7890000444768778,0.411002064009799,-0.20698455683379505,0.92370299226259,0.023402340234023402,52,0.023402340234023402,552,739.0,0.522585251985638,0.5017106755885024,0.5069334912346852,485,0.290556785118826,0.09420289855072464,8,28,2,7,7,0.85738301067294,0.12360689149494303,0.5366939138255276,0.7258039666094195,0.5842043224199638
LightGBM,0.1,test,baseline_common_threshold,lambda_0_validation,2777,0.7468491177529708,0.7385136516649066,0.32805429864253394,0.7268170426065163,0.7502102607232969,0.4520654715510522,0.3333989292895028,0.10009640013345263,1784,594,109,290,0.16222984293197737,0.7982835558197429,0.44744783983237735,-0.2182725868459445,0.9540319628303083,0.01620453727043572,45,0.01620453727043572,639,877.0,0.5120627540249043,0.4915674129057599,0.4971989203582299,573,0.26258591242463764,0.07042253521126761,4,31,2,5,3,0.7535998093809185,0.1312222279851742,0.4797496217501972,0.6847502459851817,0.5670901614834476
