algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05
Neural Network (MLP),0.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7037437005039597,0.7331617189253082,0.2965451055662188,0.7744360902255639,0.6918873476250526,0.42886884108258155,0.3401498941990284,0.10336897278034907,1646,733,90,309,0.11813894162575404,0.7923144346785417,0.3945487977180163,-0.04559101436130201,0.9704074759332653,0.025557955363570913,71,0.025557955363570913,722,1222.0,0.5988917226780691,0.5586426618482336,0.5629914714991809,629,0.48376258392295135,0.09833795013850416,9,20,5,6,31,0.9163113160228189,0.07331812889434587,0.6624883955833738,0.7666202170153459,0.6570113665163517
Neural Network (MLP),0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.7210223182145429,0.7296915049287784,0.30578512396694213,0.7418546365914787,0.7175283732660782,0.43306510607168985,0.3266836116287911,0.09706227171673955,1707,672,103,296,0.11813894162575404,0.8034056347257382,0.486491531883908,0.24593559239224297,1.1007906954987479,0.02159827213822894,62,0.022318214542836574,639,1090.0,0.6159950235684827,0.5774755367074486,0.581295892320724,566,0.4580115681095121,0.09702660406885759,6,14,8,8,26,0.8299908118632933,0.06551574417792355,0.6984573519892162,0.8201171990091863,0.6705714140434289
Neural Network (MLP),0.1,validation,baseline_common_threshold,lambda_0_validation,2778,0.6763858891288697,0.72657526540184,0.27992957746478875,0.7969924812030075,0.6561580496006726,0.41433224755700326,0.34469264698450874,0.10534618739924063,1561,818,81,318,0.11813894162575404,0.7899524978903752,0.39726301742996045,-0.34710651117178143,0.8838018641413617,0.02159827213822894,60,0.02159827213822894,722,1222.0,0.5218374375640061,0.4911968031483646,0.49333859227348964,629,0.3679295434952712,0.08310249307479224,8,46,0,5,1,0.8734738161843836,0.11281132622598072,0.5537978413354869,0.7185662084983455,0.5660825136601925
Neural Network (MLP),0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.6918646508279338,0.7293549131340331,0.28862164662349676,0.7819548872180451,0.676754939050021,0.42162162162162165,0.3273555442497349,0.09723973278941767,1610,769,87,312,0.11813894162575404,0.803597370896767,0.48579779899530806,-0.0971157029076422,1.0092203686529069,0.017998560115190784,50,0.017998560115190784,639,1090.0,0.5376794404706232,0.5082822228127476,0.5108083005183536,566,0.344845990099516,0.0782472613458529,4,35,4,6,1,0.7617146883159877,0.10521648885153326,0.5829160167695651,0.7792024267020455,0.5793309306776797
Neural Network (MLP),0.25,validation,baseline_common_threshold,lambda_0_validation,2778,0.6781857451403888,0.7234542851453982,0.27960819234194123,0.7869674185463659,0.6599411517444305,0.4126149802890933,0.35911307271389736,0.11194404215953332,1570,809,85,314,0.11813894162575404,0.7857142857142856,0.38479816358704466,-0.6364315888901484,0.7677047765936864,0.02267818574514039,63,0.02267818574514039,722,1222.0,0.4373173712998165,0.4162224246127082,0.41547193988595693,629,0.27824725336570927,0.08725761772853186,8,51,0,4,0,0.8457232490181923,0.14306343832554724,0.4361130958705237,0.6625790908932686,0.46777847431600095
Neural Network (MLP),0.25,test,baseline_common_threshold,lambda_0_validation,2778,0.6907847372210223,0.7276814356193131,0.2874306839186691,0.7794486215538847,0.6759142496847415,0.4199864956110736,0.3374636197627906,0.10146904916025998,1608,771,88,311,0.11813894162575404,0.798019112514367,0.4563248947124179,-0.43415254461562997,0.8737006841945072,0.016198704103671708,45,0.016198704103671708,639,1090.0,0.45072234612277257,0.43005987177576227,0.43070046484293395,566,0.259015389404301,0.07042253521126761,4,38,1,2,0,0.6898473466436068,0.13262588915380616,0.4648543238347652,0.7052378339464204,0.4799980026809533
Neural Network (MLP),0.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.6763858891288697,0.7213604629480385,0.27797513321492007,0.7844611528822055,0.6582597730138714,0.4104918032786885,0.38614483510956166,0.12408496513901737,1566,813,86,313,0.11813894162575404,0.7817268054541567,0.37717841023414567,-0.9052082530267975,0.6420234921744273,0.018718502519798418,52,0.018718502519798418,722,1222.0,0.33602525946896056,0.32617715022217963,0.31902207891941936,629,0.1940285946631693,0.07202216066481995,3,48,0,1,0,0.7571840176753925,0.17323905093690906,0.33194831405023123,0.5078832204143207,0.35024592922131215
Neural Network (MLP),0.5,test,baseline_common_threshold,lambda_0_validation,2778,0.6889848812095032,0.7235016924404327,0.2849213691026827,0.7719298245614035,0.675073560319462,0.41621621621621624,0.35814002040027176,0.11085715752624915,1606,773,91,308,0.11813894162575404,0.7936755507937562,0.443515511730675,-0.749042828405549,0.7288413175723552,0.013678905687544997,38,0.013678905687544997,639,1090.0,0.3456083331091916,0.33533358118503154,0.330084449107732,566,0.1788534070803314,0.0594679186228482,2,36,0,0,0,0.5995364693303903,0.16349462871037335,0.3590600341071491,0.5199151227348731,0.36016613018133864
Neural Network (MLP),0.75,validation,baseline_common_threshold,lambda_0_validation,2778,0.6652267818574514,0.7190169623301634,0.2721030042918455,0.7944862155388471,0.6435477091214796,0.4053708439897698,0.40682516179124073,0.13265059575068597,1531,848,82,317,0.11813894162575404,0.777657152549301,0.3706336902668486,-1.030148242376614,0.5862574389631711,0.01655867530597552,46,0.01655867530597552,722,1222.0,0.28146396523958356,0.27726176988319706,0.2662112892481484,629,0.15459933973656326,0.06371191135734072,1,45,0,0,0,0.6315125809474424,0.18480304000564873,0.2844233269041235,0.44493713478247326,0.2875319353342056
Neural Network (MLP),0.75,test,baseline_common_threshold,lambda_0_validation,2778,0.6789056875449964,0.7228316693372776,0.2797140303842717,0.7844611528822055,0.6612021857923497,0.41238471673254284,0.3741279765293642,0.118063931845252,1573,806,86,313,0.11813894162575404,0.7925251337675839,0.4441367410091259,-0.8884748230950978,0.6681302859146753,0.012239020878329733,34,0.012239020878329733,639,1090.0,0.2900688002196451,0.28509564186413816,0.2756093590649033,566,0.14266385889544175,0.053208137715179966,0,34,0,0,0,0.4998434903721014,0.17489417703005913,0.31452441405431897,0.43418352227461965,0.29711502680316826
