algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR02_pos,soft_violation_LR02
neural:single_LR02,0.0,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7037437005039597,0.7331617189253082,0.2965451055662188,0.7744360902255639,0.6918873476250526,0.42886884108258155,0.3401498941990284,0.10336897278034907,1646,733,90,309,0.11813894162575404,0.7923144346785417,0.3945487977180163,-0.04559101436130201,0.9704074759332653,0.007199424046076314,20,0.007199424046076314,130,130.0,0.07331812889434589,0.07331812889434589,0.07331812889434587,130,0.0036508421052306463,0.15384615384615385,20,0.07331812889434587
neural:single_LR02,0.0,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7210223182145429,0.7296915049287784,0.30578512396694213,0.7418546365914787,0.7175283732660782,0.43306510607168985,0.3266836116287911,0.09706227171673955,1707,672,103,296,0.11813894162575404,0.8034056347257382,0.486491531883908,0.24593559239224297,1.1007906954987479,0.005039596832253419,14,0.005039596832253419,108,108.0,0.06551574417792352,0.06551574417792352,0.06551574417792355,108,0.0026808470563863974,0.12962962962962962,14,0.06551574417792355
neural:single_LR02,0.1,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7264218862491001,0.7328440900485766,0.310598111227702,0.7418546365914787,0.7238335435056746,0.4378698224852071,0.34031556106716926,0.10325671567352004,1722,657,103,296,0.13318623105684915,0.7912440833062059,0.39804004480435606,-0.029050582244590097,0.9907065506069561,0.003959683225341973,11,0.003959683225341973,130,130.0,0.06638871823461391,0.06638871823461391,0.06638871823461391,130,0.003287153801424815,0.08461538461538462,11,0.06638871823461391
neural:single_LR02,0.1,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7469402447804175,0.7333513481054466,0.32608695652173914,0.7142857142857143,0.7524169819251787,0.44776119402985076,0.3273631959044545,0.0973391754804633,1790,589,114,285,0.13318623105684915,0.8025997107101508,0.48377644110900214,0.2609485921327279,1.1220379899308814,0.0025197984161267097,7,0.0025197984161267097,108,108.0,0.05968825708798788,0.05968825708798788,0.05968825708798788,108,0.002432719576770111,0.06481481481481481,7,0.05968825708798788
neural:single_LR02,0.25,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7217422606191505,0.7332407310836992,0.30761316872427985,0.7493734335839599,0.7171080285834385,0.4361779722830051,0.3408283413447033,0.10350770531446758,1706,673,100,299,0.12324388573567073,0.790912232240964,0.3967813493121036,-0.03705060059174079,0.9590327502010944,0.003599712023038157,10,0.003599712023038157,130,130.0,0.05799566815869931,0.05799566815869931,0.0579956681586993,130,0.0028489199456159715,0.07692307692307693,10,0.0579956681586993
neural:single_LR02,0.25,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7408207343412527,0.7339502602660497,0.32146829810901,0.7243107769423559,0.7435897435897436,0.4453004622496148,0.32832155102237415,0.09754190786020178,1769,610,110,289,0.12324388573567073,0.8005327526466439,0.4818918621612225,0.24508663443545087,1.081333609963023,0.0021598272138228943,6,0.0021598272138228943,108,108.0,0.05110495382586472,0.05110495382586472,0.0511049538258647,108,0.0020661993523906717,0.05555555555555555,6,0.0511049538258647
neural:single_LR02,0.5,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7131029517638588,0.7323684368550633,0.301792828685259,0.7593984962406015,0.705338377469525,0.43193157519600855,0.3410611147622955,0.1035195963946194,1678,701,96,303,0.12401296943426132,0.7899841027537318,0.3915126037949494,-0.04392757115214822,0.9803219224559553,0.0032397408207343412,9,0.0032397408207343412,130,130.0,0.055733273612956206,0.055733273612956206,0.055733273612956206,130,0.0027317046048734007,0.06923076923076923,9,0.055733273612956206
neural:single_LR02,0.5,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7329013678905687,0.7324553502292932,0.3149946062567422,0.731829573934837,0.7330811265237495,0.44042232277526394,0.32819644741311316,0.0975023725773765,1744,635,107,292,0.12401296943426132,0.8004442590292461,0.4834013417514795,0.241466494375265,1.1077403890085262,0.0017998560115190785,5,0.0017998560115190785,108,108.0,0.04909827129880863,0.04909827129880863,0.04909827129880863,108,0.001982689132996474,0.046296296296296294,5,0.04909827129880863
neural:single_LR02,0.75,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7296616270698344,0.7336926806296953,0.31316348195329086,0.7393483709273183,0.7280369903320723,0.4399701715137957,0.341518983100275,0.1036140210559605,1732,647,104,295,0.13319768011569977,0.7890475453029379,0.393255112142921,-0.06950395009570931,0.9587804433757993,0.0021598272138228943,6,0.0021598272138228943,130,130.0,0.04701091078802561,0.04701091078802561,0.04701091078802561,130,0.0022895167158662588,0.046153846153846156,6,0.04701091078802561
neural:single_LR02,0.75,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7505399568034558,0.7364960320094056,0.3302540415704388,0.7167919799498746,0.7562000840689366,0.45217391304347826,0.32902598390083515,0.09756888059309342,1799,580,113,286,0.13319768011569977,0.7984763295375893,0.4817122448198523,0.21011766494495512,1.0822953436397669,0.0010799136069114472,3,0.0010799136069114472,108,108.0,0.04121440229362544,0.04121440229362544,0.04121440229362543,108,0.0016579423990517924,0.027777777777777776,3,0.04121440229362543
neural:single_LR02,1.0,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7275017998560115,0.7345175675632967,0.3119747899159664,0.7443609022556391,0.7246742328709542,0.4396743153219837,0.3418039492344894,0.10365272252398353,1724,655,102,297,0.13089210291703543,0.7882827076097136,0.39286763452625073,-0.07040353273643518,0.9539563814644961,0.0014398848092152627,4,0.0014398848092152627,130,130.0,0.04314874298631762,0.04314874298631762,0.04314874298631762,130,0.0020952493728340813,0.03076923076923077,4,0.04314874298631762
neural:single_LR02,1.0,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7476601871850252,0.7348146532788465,0.32723112128146453,0.7167919799498746,0.7528373266078184,0.4493322859387274,0.32944737548946745,0.09762070284725877,1791,588,113,286,0.13089210291703543,0.7980201660098123,0.4817823688956918,0.2079645038981914,1.076389272593459,0.0007199424046076314,2,0.0007199424046076314,108,108.0,0.037636617773476946,0.037636617773476946,0.037636617773476946,108,0.0015095271841105748,0.018518518518518517,2,0.037636617773476946
neural:single_LR02,1.5,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7195824334053276,0.7319796970357799,0.3057259713701431,0.7493734335839599,0.7145859604875998,0.43427741466957154,0.34233661430053597,0.10367187587239136,1700,679,100,299,0.12140159805615743,0.7871449325288842,0.39237832558141117,-0.05359894781428037,0.9337512299075973,0.0007199424046076314,2,0.0007199424046076314,130,130.0,0.036319171404466034,0.036319171404466034,0.036319171404466034,130,0.001756503736753654,0.015384615384615385,2,0.036319171404466034
neural:single_LR02,1.5,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.738300935925126,0.7324790538768106,0.3189845474613687,0.7243107769423559,0.7406473308112652,0.442911877394636,0.3306482218808939,0.0976359153774491,1762,617,110,289,0.12140159805615743,0.7957245994346943,0.4874254235936696,0.21813107099870757,1.0498415099753313,0.0003599712023038157,1,0.0003599712023038157,108,108.0,0.030893023432675106,0.030893023432675106,0.030893023432675106,108,0.0012325292653107159,0.009259259259259259,1,0.030893023432675106
neural:single_LR02,2.0,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7163426925845933,0.7311311064546613,0.3033367037411527,0.7518796992481203,0.7103825136612022,0.4322766570605187,0.3424598704929276,0.10351930050580098,1690,689,99,300,0.1218741883834203,0.7862557823731248,0.3963029794444254,-0.04211983228566046,0.9480208479307595,0.0007199424046076314,2,0.0007199424046076314,130,130.0,0.03322857278160368,0.03322857278160368,0.03322857278160369,130,0.0016003496291803494,0.015384615384615385,2,0.03322857278160369
neural:single_LR02,2.0,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2778,0.7375809935205183,0.7310157487034105,0.31788079470198677,0.7218045112781954,0.7402269861286255,0.4413793103448276,0.3309511937317565,0.09774162249833923,1761,618,111,288,0.1218741883834203,0.7954085508011306,0.48415251464456094,0.23097393125765348,1.0655465947781237,0.0,0,0.0,108,108.0,0.02856915425254107,0.02856915425254107,0.02856915425254107,108,0.0011378853547565162,0.0,0,0.02856915425254107
