feature,standardized_coefficient,odds_ratio_per_sd
MCV,0.0808733278654477,1.0842335456900938
MCH,0.08082245652400577,1.0841783906781048
HBA2,0.0008729643663289764,1.0008733455106218
HBF,-0.03164804290142397,0.968847514839111
