algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR03_neg,soft_violation_LR03,violation_reduction_fraction,soft_violation_reduction_fraction,passes_balanced_accuracy,passes_auc,passes_average_precision,passes_violation_reduction,passes_soft_violation_reduction,is_penalized,eligible,selected,best_validation_balanced_accuracy,baseline_validation_roc_auc,baseline_validation_average_precision,baseline_validation_patient_violation_rate,baseline_validation_soft_rule_violation,balanced_accuracy_tolerance,auc_tolerance,average_precision_tolerance,minimum_violation_reduction,minimum_soft_violation_reduction,selection_reason,selection_evaluation_mode,baseline_common_threshold
xgboost:single_LR03,0.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7688984881209503,0.7315704140553149,0.3452229299363057,0.6791979949874687,0.783942833123161,0.4577702702702703,0.34098166820689346,0.10336912675655044,1865,514,128,271,0.176466839134463,0.7895953629344483,0.4112856354938421,-0.16055807277262055,0.9450566056771348,0.0025197984161267097,7,0.0025197984161267097,66,66.0,0.6280662797347888,0.6280662797347888,0.6280662797347889,66,0.025774149657787692,0.10606060606060606,7,0.6280662797347889,0.0,0.0,True,True,True,False,True,False,False,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.0025197984161267097,0.6280662797347888,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:single_LR03,0.1,validation,baseline_common_threshold,lambda_0_validation,2778,0.7645788336933045,0.7290483459594763,0.34002509410288584,0.6791979949874687,0.7788986969314838,0.4531772575250836,0.340983234477708,0.10330761770648075,1853,526,128,271,0.176466839134463,0.7900625881643999,0.41015224058608446,-0.14821839549495786,0.9828800639027655,0.0014398848092152627,4,0.0014398848092152627,66,66.0,0.5926103626157561,0.5926103626157561,0.592610362615756,66,0.022983478768767083,0.06060606060606061,4,0.592610362615756,0.42857142857142855,0.056452508697019316,True,True,True,True,True,True,True,True,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.0025197984161267097,0.6280662797347888,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:single_LR03,0.25,validation,baseline_common_threshold,lambda_0_validation,2778,0.7642188624910007,0.7215374501828341,0.336734693877551,0.6616541353383458,0.7814207650273224,0.4463229078613694,0.34201733070386436,0.10367818921754898,1859,520,135,264,0.176466839134463,0.7882779668802101,0.4062932095440729,-0.21435695738871616,0.9196301923367243,0.0010799136069114472,3,0.0010799136069114472,66,66.0,0.5399403509471717,0.5399403509471717,0.5399403509471717,66,0.019915806423911706,0.045454545454545456,3,0.5399403509471717,0.5714285714285714,0.14031310329990915,False,True,True,True,True,True,False,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.0025197984161267097,0.6280662797347888,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:single_LR03,0.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.7660187185025198,0.7257171933617146,0.3401273885350318,0.6691729323308271,0.782261454392602,0.4510135135135135,0.34310918985509425,0.10423914095135217,1861,518,132,267,0.176466839134463,0.7878697373951904,0.3982946921730948,-0.2595178069402622,0.9049021099552458,0.0003599712023038157,1,0.0003599712023038157,66,66.0,0.466824672366271,0.466824672366271,0.466824672366271,66,0.01610799152585424,0.015151515151515152,1,0.466824672366271,0.8571428571428571,0.25672705663581347,True,True,True,True,True,True,True,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.0025197984161267097,0.6280662797347888,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:single_LR03,0.75,validation,baseline_common_threshold,lambda_0_validation,2778,0.7544996400287977,0.7221205599117593,0.32806804374240583,0.6766917293233082,0.7675493905002102,0.44189852700491,0.3446257629511057,0.10477071694174309,1826,553,129,270,0.176466839134463,0.7868167686977003,0.39078876577178484,-0.2810672030564961,0.9165198711656061,0.0,0,0.0,66,66.0,0.4203119972270597,0.4203119972270597,0.4203119972270597,66,0.013805234017021044,0.0,0,0.4203119972270597,1.0,0.3307840099224189,True,True,False,True,True,True,False,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.0025197984161267097,0.6280662797347888,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:single_LR03,1.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.759899208063355,0.7242301845407971,0.3337468982630273,0.6741854636591479,0.7742749054224464,0.4464730290456432,0.34517246456565287,0.10510980811665137,1842,537,130,269,0.176466839134463,0.7876442893699148,0.3914611961766643,-0.33052199824309386,0.8725313906107977,0.0,0,0.0,66,66.0,0.36628819819191083,0.36628819819191083,0.36628819819191083,66,0.01148309341607923,0.0,0,0.36628819819191083,1.0,0.41680008940046587,True,True,True,True,True,True,True,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.0025197984161267097,0.6280662797347888,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:single_LR03,1.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.7555795536357092,0.7227510769357188,0.32926829268292684,0.6766917293233082,0.7688104245481294,0.44298605414273995,0.3471124527947476,0.10592913300091852,1829,550,129,270,0.176466839134463,0.7876890629263363,0.381880312084252,-0.3629916363307104,0.8760595658649797,0.0,0,0.0,66,66.0,0.31441956191867,0.31441956191867,0.31441956191867004,66,0.009402059863416619,0.0,0,0.31441956191867004,1.0,0.4993847431971053,True,True,False,True,True,True,False,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.0025197984161267097,0.6280662797347888,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
xgboost:single_LR03,2.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7638588912886969,0.7244561593137953,0.33754740834386854,0.6691729323308271,0.7797393862967633,0.44873949579831934,0.3496167593435642,0.10682036974807894,1855,524,132,267,0.176466839134463,0.7862779057774744,0.3791074948622319,-0.4250379573036081,0.8205061677973551,0.0,0,0.0,66,66.0,0.26807617735086725,0.26807617735086725,0.26807617735086725,66,0.007798864192534904,0.0,0,0.26807617735086725,1.0,0.5731721539579122,True,True,False,True,True,True,False,False,0.7315704140553149,0.7895953629344483,0.4112856354938421,0.0025197984161267097,0.6280662797347888,0.01,0.01,0.02,0.4,0.0,"Selected the smallest penalized lambda satisfying balanced-accuracy, ROC-AUC, average-precision, and violation-reduction constraints.",baseline_common_threshold,0.176466839134463
