algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR04_neg,soft_violation_LR04
lightgbm:single_LR04,0.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7534197264218863,0.7319196477954028,0.3309692671394799,0.7017543859649122,0.7620849096258933,0.4497991967871486,0.3409690727392309,0.1033494132771442,1813,566,119,280,0.1620460991482594,0.7898776997137652,0.40453878836719104,-0.1398448685489366,0.9606272594483047,0.0021598272138228943,6,0.0021598272138228943,15,15.0,0.6544595726203125,0.6544595726203125,0.6544595726203124,15,0.008266287727048599,0.4,6,0.6544595726203124
lightgbm:single_LR04,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.775377969762419,0.7186661483469077,0.3469387755102041,0.6390977443609023,0.798234552332913,0.4497354497354497,0.329078278187055,0.097942081247911,1899,480,144,255,0.1620460991482594,0.7996451827340524,0.4719453791349321,0.09175927554321596,1.0539845533676393,0.0025197984161267097,7,0.0025197984161267097,19,19.0,0.725875460489381,0.725875460489381,0.725875460489381,19,0.01097632017714846,0.3684210526315789,7,0.725875460489381
lightgbm:single_LR04,0.1,validation,baseline_common_threshold,lambda_0_validation,2778,0.7516198704103672,0.7256539836350018,0.3269916765755054,0.6892230576441103,0.7620849096258933,0.4435483870967742,0.3409295877040033,0.1033037816713496,1813,566,124,275,0.1620460991482594,0.7897765641510249,0.40728310702092274,-0.1493389276065982,0.951386179412802,0.0021598272138228943,6,0.0021598272138228943,15,15.0,0.6018623250923125,0.6018623250923125,0.6018623250923126,15,0.006802087075172836,0.4,6,0.6018623250923126
lightgbm:single_LR04,0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.7771778257739381,0.7207599705442673,0.34972677595628415,0.6416040100250626,0.799915931063472,0.4526967285587975,0.3287212646222576,0.09791947586558951,1903,476,143,256,0.1620460991482594,0.8008888341071257,0.4713891354852922,0.08326808809472869,1.0456991718236726,0.0021598272138228943,6,0.0021598272138228943,19,19.0,0.6579286844392135,0.6579286844392135,0.6579286844392136,19,0.008790241867721616,0.3157894736842105,6,0.6579286844392136
lightgbm:single_LR04,0.25,validation,baseline_common_threshold,lambda_0_validation,2778,0.749820014398848,0.723560161437642,0.3246445497630332,0.6867167919799498,0.7604035308953342,0.44086886564762673,0.3415178760766979,0.10341841950843864,1809,570,125,274,0.1620460991482594,0.7885687316230888,0.40559079427340244,-0.16422666265378985,0.9430070087289074,0.0007199424046076314,2,0.0007199424046076314,15,15.0,0.5453197055821849,0.5453197055821849,0.545319705582185,15,0.0053338371366536425,0.13333333333333333,2,0.545319705582185
lightgbm:single_LR04,0.25,test,baseline_common_threshold,lambda_0_validation,2778,0.7778977681785457,0.7243091966991881,0.35190217391304346,0.6491228070175439,0.7994955863808323,0.45638766519823787,0.32809369347027073,0.09778113974869138,1902,477,140,259,0.1620460991482594,0.8020597942944794,0.47117038201493444,0.07314651660024056,1.0423897986557393,0.0,0,0.0,19,19.0,0.5806798035717131,0.5806798035717131,0.5806798035717131,19,0.006755726747529683,0.0,0,0.5806798035717131
lightgbm:single_LR04,0.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.7491000719942404,0.7241827772457625,0.3242924528301887,0.6892230576441103,0.7591424968474149,0.4410585404971933,0.34230105619380613,0.10366432775670338,1806,573,124,275,0.1620460991482594,0.7875726516796405,0.40233546987888,-0.15562514898490556,0.9591899047770295,0.0,0,0.0,15,15.0,0.4721934412629105,0.4721934412629105,0.4721934412629105,15,0.00408739094050878,0.0,0,0.4721934412629105
lightgbm:single_LR04,0.5,test,baseline_common_threshold,lambda_0_validation,2778,0.7735781137508999,0.7238730495848702,0.3470744680851064,0.6541353383458647,0.7936107608238756,0.45351867940920937,0.32957504625288436,0.09821800212407118,1888,491,138,261,0.1620460991482594,0.800061840182634,0.46103051960782127,0.0788689451857161,1.058134771664055,0.0,0,0.0,19,19.0,0.5179690300401225,0.5179690300401225,0.5179690300401225,19,0.005502864407760423,0.0,0,0.5179690300401225
lightgbm:single_LR04,0.75,validation,baseline_common_threshold,lambda_0_validation,2778,0.748020158387329,0.7225092997310426,0.32273262661955243,0.6867167919799498,0.7583018074821354,0.4391025641025641,0.3423476924974762,0.10380000415199647,1804,575,125,274,0.1620460991482594,0.7883000902845596,0.4073218362776463,-0.21573431310783145,0.9080353419557726,0.0,0,0.0,15,15.0,0.39768711293089554,0.39768711293089554,0.3976871129308956,15,0.003132047574665033,0.0,0,0.3976871129308956
lightgbm:single_LR04,0.75,test,baseline_common_threshold,lambda_0_validation,2778,0.7768178545716342,0.7236786796752284,0.35047361299052776,0.6491228070175439,0.798234552332913,0.45518453427065025,0.33053350788508673,0.09854651788740809,1899,480,140,259,0.1620460991482594,0.7988266167731224,0.4521462040689637,-0.008859927697674935,0.9859143160514198,0.0,0,0.0,19,19.0,0.43286359740744035,0.43286359740744035,0.43286359740744035,19,0.0042280788941676485,0.0,0,0.43286359740744035
lightgbm:single_LR04,1.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7491000719942404,0.7200109352827213,0.32261904761904764,0.6791979949874687,0.7608238755779739,0.4374495560936239,0.3429976174985496,0.10403875118156058,1810,569,128,271,0.1620460991482594,0.7876369149017983,0.4007371206782899,-0.1987333396655759,0.9261522479168306,0.0,0,0.0,15,15.0,0.3584716660750907,0.3584716660750907,0.3584716660750907,15,0.0026751131870739846,0.0,0,0.3584716660750907
