algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05
lightgbm:leave_out_LR01,0.0,validation,baseline_common_threshold,lambda_0_validation,2778,0.7534197264218863,0.7319196477954028,0.3309692671394799,0.7017543859649122,0.7620849096258933,0.4497991967871486,0.3409690727392309,0.1033494132771442,1813,566,119,280,0.1620460991482594,0.7898776997137652,0.40453878836719104,-0.1398448685489366,0.9606272594483047,0.03959683225341973,112,0.040316774658027354,711,961.0,0.5683256315552316,0.5412712759395801,0.5429557649202511,621,0.3572463158669537,0.15752461322081576,9,6,6,91,0.08276934369713913,0.6308009009096434,0.6544595726203124,0.6452682189261444
lightgbm:leave_out_LR01,0.0,test,baseline_common_threshold,lambda_0_validation,2778,0.775377969762419,0.7186661483469077,0.3469387755102041,0.6390977443609023,0.798234552332913,0.4497354497354497,0.329078278187055,0.097942081247911,1899,480,144,255,0.1620460991482594,0.7996451827340524,0.4719453791349321,0.09175927554321596,1.0539845533676393,0.047156227501799854,137,0.049316054715622754,629,854.5,0.5827604912043162,0.5570066434544386,0.5606229969474401,561,0.3385525393358609,0.2178060413354531,7,12,7,111,0.0792975706917617,0.6427075558106076,0.725875460489381,0.654597166302644
lightgbm:leave_out_LR01,0.1,validation,baseline_common_threshold,lambda_0_validation,2778,0.7257019438444925,0.7272089429121353,0.30793650793650795,0.7293233082706767,0.725094577553594,0.4330357142857143,0.34544879190369704,0.10531367379471362,1725,654,108,291,0.1620460991482594,0.7878365522886662,0.40648126614078167,-0.38801697137355606,0.8705187599842099,0.017638588912886968,49,0.017638588912886968,711,961.0,0.49960941171986006,0.4773969790555399,0.4782407407596638,621,0.27726248891629035,0.06891701828410689,31,2,6,10,0.10669230281017425,0.5314869277893824,0.6060220266982568,0.5627815702171863
lightgbm:leave_out_LR01,0.1,test,baseline_common_threshold,lambda_0_validation,2778,0.7469402447804175,0.7270935851608846,0.3236658932714617,0.6992481203007519,0.7549390500210172,0.4425059476605868,0.32901031579219586,0.09808065698441851,1796,583,120,279,0.1620460991482594,0.8028894219575843,0.4723779263940827,-0.15774847100272532,0.9727771480399036,0.01583873290136789,44,0.01583873290136789,629,854.5,0.5156227058112332,0.49436081148001343,0.49692369404960834,561,0.2618627481179273,0.06995230524642289,24,6,6,8,0.10387064374895524,0.5478559175165271,0.6579455638503987,0.5749297192672744
lightgbm:leave_out_LR01,0.25,validation,baseline_common_threshold,lambda_0_validation,2778,0.7170626349892009,0.7200788857389375,0.2994818652849741,0.7243107769423559,0.7158469945355191,0.4237536656891496,0.3576664658681847,0.11067425039584315,1703,676,110,289,0.1620460991482594,0.783001008195141,0.3967816294192985,-0.6175396099490347,0.7816765695974288,0.014038876889848811,39,0.014038876889848811,711,961.0,0.4262262913578696,0.4095240983578656,0.4079806242510498,621,0.21100377640330956,0.05485232067510549,36,1,2,0,0.13128353066658513,0.43892064605635583,0.5514898787417636,0.473727328249881
lightgbm:leave_out_LR01,0.25,test,baseline_common_threshold,lambda_0_validation,2778,0.7368610511159107,0.7305954040207707,0.31718061674008813,0.7218045112781954,0.739386296763346,0.4407039020657995,0.3361907982620491,0.10126089945519919,1759,620,111,288,0.1620460991482594,0.8004347775702392,0.45476654478381673,-0.4115494517489961,0.8861560951529335,0.011879049676025918,33,0.011879049676025918,629,854.5,0.43927763941628917,0.42310808152775725,0.4234250472616736,561,0.19705177987996966,0.05246422893481717,28,4,1,0,0.12497382536941319,0.452969669557636,0.583201989110715,0.48438030864860226
lightgbm:leave_out_LR01,0.5,validation,baseline_common_threshold,lambda_0_validation,2778,0.7145428365730742,0.7227795213127396,0.29897959183673467,0.7343358395989975,0.7112232030264817,0.4249456127628716,0.3792466243309,0.12038600344474332,1692,687,106,293,0.1620460991482594,0.7783751096952132,0.3912382190513101,-0.8536240472668408,0.6648398198563048,0.012958963282937365,36,0.012958963282937365,711,961.0,0.34201476639861556,0.3309169397424224,0.32578732886816153,621,0.1550094387160461,0.05063291139240506,36,0,0,0,0.14746132874139678,0.3406360498182068,0.45609996187097707,0.3735769854088289
lightgbm:leave_out_LR01,0.5,test,baseline_common_threshold,lambda_0_validation,2778,0.734341252699784,0.7301671581222919,0.31515812431842966,0.7243107769423559,0.7360235393022279,0.439209726443769,0.351993089707949,0.10863419314619212,1751,628,110,289,0.1620460991482594,0.7970488432093263,0.4382972412685584,-0.6821139399914896,0.7549405054272063,0.010079193664506839,28,0.010079193664506839,629,854.5,0.3526003421482756,0.34193822831948106,0.33864322843348466,561,0.14359744109646805,0.04451510333863275,27,1,0,0,0.13871997193694618,0.3558797306694512,0.5006225723223978,0.3823407838259332
lightgbm:leave_out_LR01,0.75,validation,baseline_common_threshold,lambda_0_validation,2778,0.7167026637868971,0.7229975948698986,0.3004115226337449,0.731829573934837,0.7141656158049601,0.4259664478482859,0.39745026267105515,0.12827162367965228,1699,680,107,292,0.1620460991482594,0.7761243166765168,0.38130851093154516,-0.9792356524474769,0.6055798916201922,0.012958963282937365,36,0.012958963282937365,711,961.0,0.2903645307813205,0.28274282146005547,0.27481366020821785,621,0.1257997944700111,0.05063291139240506,36,0,0,0,0.15601635276389136,0.28180615201731213,0.40856520801011686,0.31204067209099845
lightgbm:leave_out_LR01,0.75,test,baseline_common_threshold,lambda_0_validation,2778,0.7314614830813535,0.7274428189009725,0.3120260021668472,0.7218045112781954,0.7330811265237495,0.4357034795763994,0.3668976117525947,0.1153071505802162,1744,635,111,288,0.1620460991482594,0.7947627580932153,0.4379148737296828,-0.8314613990553642,0.6856587149455868,0.009719222462203024,27,0.009719222462203024,629,854.5,0.2982258267404673,0.29093646969822756,0.2849561298580301,561,0.11559045318257113,0.04292527821939587,27,0,0,0,0.14561367411300988,0.29603898722895666,0.4476271193797306,0.31855844571859954
