algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,soft_violation_LR01
lightgbm:single_LR01,0.0,validation,fixed_threshold_0.5,prespecified,2778,0.8635709143268538,0.5959839700133056,0.5641025641025641,0.22055137844611528,0.971416561580496,0.3171171171171171,0.3409690727392309,0.1033494132771442,2311,68,311,88,0.5,0.7898776997137652,0.40453878836719104,-0.1398448685489366,0.9606272594483047,0.003959683225341973,11,0.003959683225341973,11,11.0,0.8638260760203477,0.8638260760203477,0.8638260760203477,11,0.009604660837065012,1.0,11,0.8638260760203477
lightgbm:single_LR01,0.0,test,fixed_threshold_0.5,prespecified,2778,0.871130309575234,0.6014405496717835,0.6496350364963503,0.22305764411027568,0.9798234552332913,0.332089552238806,0.329078278187055,0.097942081247911,2331,48,310,89,0.5,0.7996451827340524,0.4719453791349321,0.09175927554321596,1.0539845533676393,0.003599712023038157,10,0.003599712023038157,10,10.0,0.7997263470945638,0.7997263470945638,0.7997263470945637,10,0.006995018540157002,1.0,10,0.7997263470945637
lightgbm:single_LR01,0.1,validation,fixed_threshold_0.5,prespecified,2778,0.8635709143268538,0.5959839700133056,0.5641025641025641,0.22055137844611528,0.971416561580496,0.3171171171171171,0.3413568748116061,0.10337891550987093,2311,68,311,88,0.5,0.7885229045712221,0.404386786263338,-0.135925460872627,0.9656294732954462,0.0032397408207343412,9,0.0032397408207343412,11,11.0,0.8310110993335307,0.8310110993335307,0.8310110993335305,11,0.008314523039538172,0.8181818181818182,9,0.8310110993335305
lightgbm:single_LR01,0.1,test,fixed_threshold_0.5,prespecified,2778,0.871130309575234,0.6003975891810232,0.6518518518518519,0.22055137844611528,0.980243799915931,0.3295880149812734,0.3285266262243487,0.09780142021670114,2332,47,311,88,0.5,0.8009062167819718,0.47303769203774704,0.11142247626945162,1.0700382258156722,0.0028797696184305254,8,0.0028797696184305254,10,10.0,0.7530582721779997,0.7530582721779997,0.7530582721779997,10,0.005986855452098844,0.8,8,0.7530582721779997
lightgbm:single_LR01,0.25,validation,fixed_threshold_0.5,prespecified,2778,0.8628509719222462,0.5966065858214262,0.55625,0.22305764411027568,0.9701555275325767,0.3184257602862254,0.34108590248317866,0.10345906468983991,2308,71,310,89,0.5,0.7898671647593132,0.40550574472536927,-0.17951658966135514,0.9242794392688651,0.0032397408207343412,9,0.0032397408207343412,11,11.0,0.7568447951538405,0.7568447951538405,0.7568447951538403,11,0.006454328574521606,0.8181818181818182,9,0.7568447951538403
lightgbm:single_LR01,0.25,test,fixed_threshold_0.5,prespecified,2778,0.8718502519798416,0.6070756968082248,0.6482758620689655,0.23558897243107768,0.978562421185372,0.34558823529411764,0.3285608650843552,0.09776535858703034,2328,51,305,94,0.5,0.8006159787868157,0.4710941210231462,0.047457526570449736,1.0128316523648042,0.0028797696184305254,8,0.0028797696184305254,10,10.0,0.670883645691376,0.670883645691376,0.670883645691376,10,0.004546061442272625,0.8,8,0.670883645691376
lightgbm:single_LR01,0.5,validation,fixed_threshold_0.5,prespecified,2778,0.8628509719222462,0.5903488228768643,0.5608108108108109,0.20802005012531327,0.9726775956284153,0.30347349177330896,0.3413732285954233,0.10343251719155104,2314,65,316,83,0.5,0.7889332410471324,0.40158019909233933,-0.13779165627545345,0.9652092081191861,0.0032397408207343412,9,0.0032397408207343412,11,11.0,0.6941671929250224,0.6941671929250224,0.6941671929250223,11,0.0050732008705027185,0.8181818181818182,9,0.6941671929250223
lightgbm:single_LR01,0.5,test,fixed_threshold_0.5,prespecified,2778,0.871130309575234,0.6003975891810232,0.6518518518518519,0.22055137844611528,0.980243799915931,0.3295880149812734,0.329665493330854,0.0982371315584318,2332,47,311,88,0.5,0.7995882939800111,0.4670815526255684,0.08083203148055294,1.0530584082362782,0.0025197984161267097,7,0.0025197984161267097,10,10.0,0.5983767357453408,0.5983767357453408,0.5983767357453406,10,0.0035889149517546667,0.7,7,0.5983767357453406
lightgbm:single_LR01,0.75,validation,fixed_threshold_0.5,prespecified,2778,0.8621310295176385,0.5909714386849849,0.5526315789473685,0.21052631578947367,0.971416561580496,0.30490018148820325,0.34208184707717276,0.10372745370205405,2311,68,315,84,0.5,0.7881489136881716,0.39621054068437267,-0.13746506895640018,0.9695987486644996,0.0032397408207343412,9,0.0032397408207343412,11,11.0,0.6270982572341697,0.6270982572341697,0.6270982572341697,11,0.004130872137433181,0.8181818181818182,9,0.6270982572341697
lightgbm:single_LR01,0.75,test,fixed_threshold_0.5,prespecified,2778,0.8714902807775378,0.6016507220131033,0.6544117647058824,0.22305764411027568,0.980243799915931,0.33271028037383177,0.33102722815543845,0.09873252840786594,2332,47,310,89,0.5,0.7979627505080481,0.4560324374933593,0.08069511039177518,1.0563186372112745,0.0025197984161267097,7,0.0025197984161267097,10,10.0,0.5324533318496047,0.5324533318496047,0.5324533318496047,10,0.002891717574079839,0.7,7,0.5324533318496047
