algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05
XGBoost,0.0,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.7344734473447345,0.7432185116059942,0.3200531208499336,0.7554858934169278,0.7309511297950604,0.4496268656716418,0.3251498670114228,0.09803801347717533,1391,512,78,241,0.13831214516176607,0.8136352928967131,0.4486418234795627,0.11224864069367253,1.0748008249847607,0.04095409540954095,92,0.041404140414041404,524,712.5,0.5939551106910247,0.566323554278792,0.5744093913266186,457,0.36451879920479485,0.17557251908396945,2,9,1,4,76,0.8276441980618962,0.08366302496798461,0.5891567235480696,0.671813779200989,0.6707664399218467
XGBoost,0.0,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.7266834713719842,0.7194389463987977,0.30561555075593955,0.7092731829573935,0.7296047098402019,0.4271698113207547,0.3410658266694904,0.10132321304290214,1735,643,116,283,0.13831214516176607,0.7786149562299356,0.4318173021931003,-0.08496492175385627,0.9472527013428558,0.0439323010442924,124,0.044652502700756214,670,905.0,0.6033454202197209,0.5810763768413323,0.5854666477589696,588,0.381485222403969,0.18507462686567164,11,12,6,8,87,0.8718904544429459,0.0889569019537978,0.6581596771352701,0.7125175872094135,0.6668358843198076
XGBoost,0.1,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.8100810081008101,0.7521336546650479,0.4030131826741996,0.670846394984326,0.8334209143457698,0.5035294117647059,0.32290063336516445,0.09753706118726851,1586,317,105,214,0.22807092546248942,0.8195836634780589,0.45408893764983305,-0.15054893294432783,0.9976586798064848,0.041854185418541856,94,0.0423042304230423,524,712.5,0.5212347269119335,0.49875594433261916,0.5047582733805116,457,0.27636395001754066,0.17938931297709923,3,9,2,4,76,0.7395324335144995,0.11349462716800003,0.4871198441002488,0.6287608770122642,0.5837221649573485
XGBoost,0.1,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.7900612171407995,0.7168156935652841,0.36350148367952523,0.6140350877192983,0.81959629941127,0.45666356011183595,0.34474808724518285,0.1024626241515596,1949,429,154,245,0.22807092546248942,0.7780648003524371,0.4309877297069265,-0.34581641673519237,0.8536870804029748,0.04141159524666907,115,0.04141159524666907,670,905.0,0.531191258455718,0.5138832789815289,0.5169492871021646,588,0.2912316555282229,0.17164179104477612,12,12,6,9,76,0.8083583633680766,0.11772010127849934,0.5614528829656765,0.6723927744594538,0.5805374127012788
XGBoost,0.25,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.7767776777677767,0.7496511859677097,0.35974643423137875,0.7115987460815048,0.7877036258539148,0.47789473684210526,0.33099172442571617,0.1011403535240591,1499,404,92,227,0.21814630758068607,0.8155313257239436,0.44583157100671,-0.42496291793974694,0.8947754448136161,0.0153015301530153,34,0.0153015301530153,524,712.5,0.44306856859137234,0.4261490872569326,0.42932551713985584,457,0.20772119691470556,0.0648854961832061,2,27,1,2,2,0.6527268391297636,0.1453710857484342,0.3813571713244384,0.5662266063177026,0.4901020339454643
XGBoost,0.25,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.7558516384587685,0.7062267738311295,0.3227445997458704,0.6365914786967418,0.7758620689655172,0.42833052276559863,0.3548597275878504,0.10682125279273443,1845,533,145,254,0.21814630758068607,0.7745404301333653,0.4268579460600348,-0.5792953643163871,0.7662663115939612,0.017284839755131436,48,0.017284839755131436,670,905.0,0.4520194243620464,0.43997698241143957,0.4404593638899312,588,0.21975145869135992,0.07164179104477612,8,30,2,7,1,0.7490231440935956,0.14153205026461668,0.4652325814191228,0.6118924150178245,0.48635319502973384
XGBoost,0.5,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.761026102610261,0.7535017304800044,0.3454810495626822,0.7429467084639498,0.7640567524960589,0.4716417910447761,0.34498310449317104,0.10770633303500571,1454,449,82,237,0.20074452043343347,0.8130958048420494,0.44229988902170236,-0.6781979655633472,0.7872721243350733,0.013051305130513051,29,0.013051305130513051,524,712.5,0.35933452541552685,0.34849494918219764,0.3468806166958709,457,0.1528694433790943,0.05534351145038168,0,29,0,0,0,0.550097889266107,0.17273983538212564,0.29160268068166734,0.48606161240531076,0.389466822212686
XGBoost,0.5,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.7385667987036371,0.7055201080919287,0.3083235638921454,0.6591478696741855,0.751892346509672,0.42012779552715657,0.37374388067096875,0.11526221398279388,1788,590,136,263,0.20074452043343347,0.7693223808048295,0.4193002306854008,-0.8061577544790411,0.6707203424177948,0.013323730644580483,37,0.013323730644580483,670,905.0,0.3653047645460401,0.35844952495099963,0.35529485204382116,588,0.1601774772253156,0.05522388059701493,2,33,0,2,0,0.650234868225293,0.1590247468790755,0.3670002501756351,0.5399050352112438,0.38484949019998493
XGBoost,0.75,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.7794779477947795,0.7525322992733796,0.36363636363636365,0.7147335423197492,0.7903310562270099,0.4820295983086681,0.3605846362630925,0.11460852050396106,1504,399,91,228,0.22786946774045924,0.8105408553068326,0.43812771352965163,-0.8347876766311073,0.7059407299028494,0.013051305130513051,29,0.013051305130513051,524,712.5,0.3033775989942207,0.29605228724170957,0.29071809556469447,457,0.12320261507206476,0.05534351145038168,0,29,0,0,0,0.4817148141957161,0.1803225356979522,0.23420514708061532,0.43055062375250436,0.3237407998340925
XGBoost,0.75,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.7511703276917537,0.6993218959931367,0.31565656565656564,0.6265664160401002,0.7720773759461732,0.41981528127623846,0.39208378503519564,0.12323697811621405,1836,542,149,250,0.22786946774045924,0.7669784216639158,0.4172544345542949,-0.9414604358560396,0.6033092862711589,0.012603528988116673,35,0.012603528988116673,670,905.0,0.3077688488400702,0.3038509028618505,0.29794279819940606,588,0.12817131606733598,0.05223880597014925,2,33,0,0,0,0.5669295216858649,0.16666965249681298,0.3043658994916245,0.46757362491470317,0.31893916290563296
XGBoost,1.0,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.7520252025202521,0.7560748002246906,0.3384401114206128,0.7617554858934169,0.7503941145559643,0.4686595949855352,0.37239023076355515,0.11959823021856919,1428,475,76,243,0.18383229741986026,0.8095121215964893,0.4410696408358765,-0.9283956299530554,0.6742076070006642,0.013501350135013501,30,0.013501350135013501,524,712.5,0.26817101114255726,0.26356419086481536,0.2558031307788011,457,0.10591492079790163,0.05725190839694656,0,30,0,0,0,0.43953643192134667,0.19254453287753198,0.20224746589744186,0.3911141576024703,0.28097723833373356
XGBoost,1.0,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.7216420597767375,0.7081523194023747,0.2976190476190476,0.6892230576441103,0.7270815811606391,0.41572184429327286,0.40623536648741393,0.12955460326216386,1729,649,124,275,0.18383229741986026,0.7652425850159462,0.40129764793465067,-1.0257055197427671,0.5756484179832857,0.012243428159884768,34,0.012243428159884768,670,905.0,0.2711471205650132,0.26950722697432294,0.2615468659254905,588,0.10945751180346046,0.050746268656716415,0,34,0,0,0,0.5165337758655978,0.1744240515786763,0.2671446800147653,0.43898212321050994,0.27582256186613013
XGBoost,1.5,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.7376237623762376,0.7594089187671009,0.328125,0.7899686520376176,0.7288491854965844,0.46366145354185834,0.39535761027982425,0.12808884737993012,1387,516,67,252,0.1653508299279604,0.8078491805547091,0.4376464693937262,-1.0572129706486206,0.607360959173111,0.013501350135013501,30,0.013501350135013501,524,712.5,0.21915941485690033,0.2177027872905612,0.20617919971418838,457,0.08440256950153248,0.05725190839694656,0,30,0,0,0,0.3938910380486847,0.19633393350135228,0.16094470462569332,0.33298715454877004,0.22320860766730716
XGBoost,1.5,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.7108390349297803,0.704973114029818,0.28958333333333336,0.6967418546365914,0.7132043734230445,0.4091243561442237,0.4318520197927801,0.1392171011379819,1696,682,121,278,0.1653508299279604,0.7651804026466502,0.4008701725283451,-1.137745316175418,0.521793213123371,0.011883327331652862,33,0.011883327331652862,670,905.0,0.21985533854295605,0.22089568262042983,0.20990495317339056,588,0.0861833584510866,0.049253731343283584,0,33,0,0,0,0.45133795219017164,0.178425727094569,0.21356052874682452,0.3820119916107598,0.21688925117313712
XGBoost,2.0,validation,per_lambda_validation_optimized_threshold,same_lambda_validation,2222,0.7403240324032403,0.7570714117455197,0.32936507936507936,0.780564263322884,0.7335785601681556,0.46325581395348836,0.4143289374312812,0.1342166133753449,1396,507,70,249,0.16928014972450137,0.8073401673977896,0.43635125902433136,-1.1407885017138588,0.5664154046876625,0.013051305130513051,29,0.013051305130513051,524,712.5,0.1883797625621573,0.18881285953427673,0.17521784285348707,457,0.07188186590363696,0.05534351145038168,0,29,0,0,0,0.34659142641794766,0.2000630505539012,0.12971332825979184,0.30395336920927446,0.1871758219075653
XGBoost,2.0,test,per_lambda_validation_optimized_threshold,same_lambda_validation,2777,0.7173208498379546,0.7139721675930786,0.2972689075630252,0.7092731829573935,0.7186711522287637,0.41894892672094747,0.4532243880199359,0.14618663361635326,1709,669,116,283,0.16928014972450137,0.7638930168145343,0.394168159828162,-1.2101035622705874,0.48735843948190966,0.011883327331652862,33,0.011883327331652862,670,905.0,0.18834783793222518,0.19094285589479465,0.17806837882238316,588,0.07287993386913506,0.049253731343283584,0,33,0,0,0,0.4045987154575544,0.18207806652501443,0.1800434152538352,0.3380299431557519,0.18094927608149505
