algorithm,penalty_multiplier,split,evaluation_mode,threshold_selected_on,n_patients,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1,log_loss,brier_score,tn,fp,fn,tp,threshold,roc_auc,average_precision,calibration_intercept,calibration_slope,patient_violation_rate,total_rule_patient_violations,violations_per_patient,active_rule_count,active_rule_weight,soft_rule_violation,unweighted_soft_rule_violation,mean_patient_soft_rule_violation,patients_with_active_rules,rule_bce_per_patient,active_rule_violation_rate,violation_LR01_neg,violation_LR02_pos,violation_LR03_neg,violation_LR04_neg,violation_LR05_neg,soft_violation_LR01,soft_violation_LR02,soft_violation_LR03,soft_violation_LR04,soft_violation_LR05
XGBoost,0.0,validation,baseline_common_threshold,lambda_0_validation,2222,0.7344734473447345,0.7432185116059942,0.3200531208499336,0.7554858934169278,0.7309511297950604,0.4496268656716418,0.3251498670114228,0.09803801347717533,1391,512,78,241,0.13831214516176607,0.8136352928967131,0.4486418234795627,0.11224864069367253,1.0748008249847607,0.04095409540954095,92,0.041404140414041404,524,712.5,0.5939551106910247,0.566323554278792,0.5744093913266186,457,0.36451879920479485,0.17557251908396945,2,9,1,4,76,0.8276441980618962,0.08366302496798461,0.5891567235480696,0.671813779200989,0.6707664399218467
XGBoost,0.0,test,baseline_common_threshold,lambda_0_validation,2777,0.7266834713719842,0.7194389463987977,0.30561555075593955,0.7092731829573935,0.7296047098402019,0.4271698113207547,0.3410658266694904,0.10132321304290214,1735,643,116,283,0.13831214516176607,0.7786149562299356,0.4318173021931003,-0.08496492175385627,0.9472527013428558,0.0439323010442924,124,0.044652502700756214,670,905.0,0.6033454202197209,0.5810763768413323,0.5854666477589696,588,0.381485222403969,0.18507462686567164,11,12,6,8,87,0.8718904544429459,0.0889569019537978,0.6581596771352701,0.7125175872094135,0.6668358843198076
XGBoost,0.1,validation,baseline_common_threshold,lambda_0_validation,2222,0.7106210621062106,0.7488629568557812,0.3062200956937799,0.8025078369905956,0.6952180767209669,0.4432900432900433,0.32290063336516445,0.09753706118726851,1323,580,63,256,0.13831214516176607,0.8195836634780589,0.45408893764983305,-0.15054893294432783,0.9976586798064848,0.016201620162016202,36,0.016201620162016202,524,712.5,0.5212347269119335,0.49875594433261916,0.5047582733805116,457,0.27636395001754066,0.06870229007633588,2,26,0,2,6,0.7395324335144995,0.11349462716800003,0.4871198441002488,0.6287608770122642,0.5837221649573485
XGBoost,0.1,test,baseline_common_threshold,lambda_0_validation,2777,0.6942743968311127,0.7088584581723443,0.2819767441860465,0.7293233082706767,0.6883936080740117,0.40670859538784065,0.34474808724518285,0.1024626241515596,1637,741,108,291,0.13831214516176607,0.7780648003524371,0.4309877297069265,-0.34581641673519237,0.8536870804029748,0.02052574720921858,57,0.02052574720921858,670,905.0,0.531191258455718,0.5138832789815289,0.5169492871021646,588,0.2912316555282229,0.08507462686567165,7,34,3,6,7,0.8083583633680766,0.11772010127849934,0.5614528829656765,0.6723927744594538,0.5805374127012788
XGBoost,0.25,validation,baseline_common_threshold,lambda_0_validation,2222,0.7052205220522052,0.7457100404080671,0.3018867924528302,0.8025078369905956,0.6889122438255386,0.4387317909168809,0.33099172442571617,0.1011403535240591,1311,592,63,256,0.13831214516176607,0.8155313257239436,0.44583157100671,-0.42496291793974694,0.8947754448136161,0.01395139513951395,31,0.01395139513951395,524,712.5,0.44306856859137234,0.4261490872569326,0.42932551713985584,457,0.20772119691470556,0.05916030534351145,1,29,0,1,0,0.6527268391297636,0.1453710857484342,0.3813571713244384,0.5662266063177026,0.4901020339454643
XGBoost,0.25,test,baseline_common_threshold,lambda_0_validation,2777,0.6899531868923299,0.7084210737103482,0.27958015267175573,0.7343358395989975,0.6825063078216989,0.40497581202487903,0.3548597275878504,0.10682125279273443,1623,755,106,293,0.13831214516176607,0.7745404301333653,0.4268579460600348,-0.5792953643163871,0.7662663115939612,0.016564638098667626,46,0.016564638098667626,670,905.0,0.4520194243620464,0.43997698241143957,0.4404593638899312,588,0.21975145869135992,0.06865671641791045,7,34,1,4,0,0.7490231440935956,0.14153205026461668,0.4652325814191228,0.6118924150178245,0.48635319502973384
XGBoost,0.5,validation,baseline_common_threshold,lambda_0_validation,2222,0.7011701170117012,0.7459546632359071,0.29965156794425085,0.8087774294670846,0.6831318970047294,0.43728813559322033,0.34498310449317104,0.10770633303500571,1300,603,61,258,0.13831214516176607,0.8130958048420494,0.44229988902170236,-0.6781979655633472,0.7872721243350733,0.01395139513951395,31,0.01395139513951395,524,712.5,0.35933452541552685,0.34849494918219764,0.3468806166958709,457,0.1528694433790943,0.05916030534351145,0,31,0,0,0,0.550097889266107,0.17273983538212564,0.29160268068166734,0.48606161240531076,0.389466822212686
XGBoost,0.5,test,baseline_common_threshold,lambda_0_validation,2777,0.6834713719841555,0.7056792527997875,0.2752808988764045,0.7368421052631579,0.6745164003364171,0.40081799591002043,0.37374388067096875,0.11526221398279388,1604,774,105,294,0.13831214516176607,0.7693223808048295,0.4193002306854008,-0.8061577544790411,0.6707203424177948,0.012963629816348578,36,0.012963629816348578,670,905.0,0.3653047645460401,0.35844952495099963,0.35529485204382116,588,0.1601774772253156,0.05373134328358209,0,36,0,0,0,0.650234868225293,0.1590247468790755,0.3670002501756351,0.5399050352112438,0.38484949019998493
XGBoost,0.75,validation,baseline_common_threshold,lambda_0_validation,2222,0.7029702970297029,0.7457009803033323,0.30058479532163745,0.8056426332288401,0.6857593273778245,0.43781942078364566,0.3605846362630925,0.11460852050396106,1305,598,62,257,0.13831214516176607,0.8105408553068326,0.43812771352965163,-0.8347876766311073,0.7059407299028494,0.01395139513951395,31,0.01395139513951395,524,712.5,0.3033775989942207,0.29605228724170957,0.29071809556469447,457,0.12320261507206476,0.05916030534351145,0,31,0,0,0,0.4817148141957161,0.1803225356979522,0.23420514708061532,0.43055062375250436,0.3237407998340925
XGBoost,0.75,test,baseline_common_threshold,lambda_0_validation,2777,0.6881526827511704,0.7104983864202137,0.279508970727101,0.7418546365914787,0.6791421362489487,0.4060356652949246,0.39208378503519564,0.12323697811621405,1615,763,103,296,0.13831214516176607,0.7669784216639158,0.4172544345542949,-0.9414604358560396,0.6033092862711589,0.012243428159884768,34,0.012243428159884768,670,905.0,0.3077688488400702,0.3038509028618505,0.29794279819940606,588,0.12817131606733598,0.050746268656716415,0,34,0,0,0,0.5669295216858649,0.16666965249681298,0.3043658994916245,0.46757362491470317,0.31893916290563296
